suggested_action,relevance,title,venue,year,doi,citations_s2,authors
exclude,0.019,The hydrogen budget of the stratosphere inferred from ATMOS measurements of H2O and CH4,,1996,10.1029/96gl01320,37,M. Abbas; M. Gunson; M. Newchurch; H. Michelsen; R. Salawitch; M. Allen; M. Abrams; A. Chang; A. Goldman; F. Irion; E. Moyer; R. Nagaraju; C. Rinsland; G. Stiller; R. Zander
exclude,0.019,"An Observational and modeling strategy to investigate the impact of remote sources on local air quality: A Houston, Texas case study from the Second Texas Air Quality Study (TEXAQS II)",,2010,10.1029/2009jd011973,36,W. McMillan; R. Pierce; L. Sparling; G. Osterman; K. McCann; M. Fischer; B. Rappenglück; R. Newsom; D. Turner; C. Kittaka; K. Evans; S. Biraud; B. Lefer; A. Andrews; S. Oltmans
exclude,0.019,Atmospheric Measurement Techniques Characterization of Aura Tes Carbonyl Sulfide Retrievals over Ocean,,,,35,L. Kuai; J. Worden; S. Kulawik; S. Montzka; J. Liu
exclude,0.019,Convective transport of reactive constituents to the tropical and mid-latitude tropopause region: I. Observations,,2004,10.1016/j.atmosenv.2003.11.038,35,B. Ridley; E. Atlas; H. Selkirk; L. Pfister; D. Montzka; J. Walega; S. Donnelly; V. Stroud; E. Richard; K. Kelly; A. Tuck; T. L. Thompson; J. M. Reeves; D. Baumgardner; W. Rawlins; M. Mahoney; R. Herman; R. Friedl; F. Moore; E. Ray; J. Elkins
exclude,0.019,Preflight Spectral Calibration of the Orbiting Carbon Observatory 2,IEEE Transactions on Geoscience and Remote Sensing,2017,10.1109/tgrs.2016.2645614,35,R. Lee; C. O’Dell; D. Wunch; C. Roehl; G. Osterman; J. Blavier; R. Rosenberg; L. Chapsky; C. Frankenberg; Sarah L. Hunyadi-Lay; B. Fisher; D. Rider; D. Crisp; R. Pollock
exclude,0.019,Variability of Stratospheric Reactive Nitrogen and Ozone Related to the QBO,,2017,10.1002/2017jd027061,35,Mijeong Park; W. Randel; D. Kinnison; A. Bourassa; D. Degenstein; C. Roth; C. McLinden; C. Sioris; N. Livesey; M. Santee
exclude,0.019,Source‐receptor relationships of column‐average CO2 and implications for the impact of observations on flux inversions,,2015,10.1002/2014jd022914,34,Junjie Liu; K. Bowman; D. Henze
exclude,0.019,Effect of the Oxygen Line-Parameter Modeling on Temperature and Humidity Retrievals From Ground-Based Microwave Radiometers,IEEE Transactions on Geoscience and Remote Sensing,2007,10.1109/tgrs.2007.894063,32,M. Cadeddu; V. Payne; S. Clough; K. Cady-Pereira; J. Liljegren
exclude,0.019,Influence of ENSO and the NAO on terrestrial carbon uptake in the Texas‐northern Mexico region,,2015,10.1002/2015gb005125,32,N. Parazoo; E. Barnes; J. Worden; A. Harper; Kevin B. Bowman; C. Frankenberg; S. Wolf; M. Litvak; T. Keenan
exclude,0.019,Assessing the impacts of assimilating IASI and MOPITT CO retrievals using CESM‐CAM‐chem and DART,,2015,10.1002/2015jd023467,32,J. Barré; B. Gaubert; A. Arellano; H. Worden; D. Edwards; M. Deeter; Jeffrey L. Anderson; K. Raeder; N. Collins; S. Tilmes; G. Francis; C. Clerbaux; L. Emmons; G. Pfister; P. Coheur; D. Hurtmans
exclude,0.019,Ozone export from East Asia: The role of PAN,,2016,10.1002/2016jd024952,30,Zhe Jiang; J. Worden; V. Payne; Liye Zhu; E. Fischer; T. Walker; Dylan Jones
exclude,0.019,Application of a Hough search for continuous gravitational waves on data from the fifth LIGO science run,,2013,10.1088/0264-9381/31/8/085014,30,The Ligo Scientific Collaboration; T. N. C. J. Aasi; J. Abadie; B. Abbott; R. Abbott; T. Abbott; M. Abernathy; T. Accadia; F. Acernese; C. Adams; T. Adams; R. Adhikari; C. Affeldt; M. Agathos; N. Aggarwal; O. Aguiar; P. Ajith; B. Allen; A. Allocca; E. Ceron; D. Amariutei; R. Anderson; S. Anderson; W. Anderson; K. Arai; M. Araya; C. Arceneaux; J. Areeda; S. Ast; S. Aston; P. Astone; P. Aufmuth; C. Aulbert; L. Austin; B. Aylott; S. Babak; P. Baker; G. Ballardin; S. Ballmer; J. Barayoga; D. Barker; S. Barnum; F. Barone; B. Barr; L. Barsotti; M. Barsuglia; M. Barton; I. Bartos; R. Bassiri; A. Basti; J. Batch; J. Bauchrowitz; T. Bauer; M. Bebronne; B. Behnke; M. Bejger; M. Beker; A. Bell; C. Bell; I. Belopolski; G. Bergmann; J. Berliner; D. Bersanetti; A. Bertolini; D. Bessis; J. Betzwieser; P. Beyersdorf; T. Bhadbhade; I. Bilenko; G. Billingsley; J. Birch; M. Bitossi; M. Bizouard; E. Black; J. K. Blackburn; L. Blackburn; D. Blair; M. Blom; O. Bock; T. Bodiya; M. Boer; C. Bogan; C. Bond; F. Bondu; L. Bonelli; R. Bonnand; R. Bork; M. Born; V. Boschi; S. Bose; L. Bosi; J. Bowers; C. Bradaschia; P. Brady; V. Braginsky; M. Branchesi; C. Brannen; J. Brau; J. Breyer; T. Briant; D. Bridges; A. Brillet; M. Brinkmann; V. Brisson; M. Britzger; A. Brooks; D. Brown; D. Brown; F. Bruckner; T. Bulik; H. Bulten; A. Buonanno; D. Buskulic; C. Buy; R. Byer; L. Cadonati; G. Cagnoli; J. C. Bustillo; E. Calloni; J. Camp; P. Campsie; K. Cannon; B. Canuel; J. Cao; C. Capano; F. Carbognani; L. Carbone; S. Caride; A. Castiglia; S. Caudill; M. Cavaglià; F. Cavalier; R. Cavalieri; G. Cella; C. Cepeda; E. Cesarini; R. Chakraborty; T. Chalermsongsak; S. Chao; P. Charlton; É. Chassande-Mottin; X. Chen; Y. Chen; A. Chincarini; A. Chiummo; H. Cho; J. Chow; N. Christensen; Q. Chu; S. Chua; S. Chung; G. Ciani; F. Clara; D. Clark; J. Clark; F. Cleva; E. Coccia; P. Cohadon; A. Colla; M. Colombini; M. Constancio; A. Conte; R. Conte; D. Cook; T. Corbitt; M. Cordier; N. Cornish; A. Corsi; C. Costa; M. Coughlin; J. Coulon; S. Countryman; P. Couvares; D. Coward; M. Cowart; D. Coyne; K. Craig; J. Creighton; T. Creighton; S. Crowder; A. Cumming; L. Cunningham; E. Cuoco; K. Dahl; T. D. Canton; M. Damjanic; S. Danilishin; S. D’Antonio; K. Danzmann; V. Dattilo; B. Daudert; H. Daveloza; M. Davier; G. Davies; E. Daw; R. Day; T. Dayanga; G. Debreczeni; J. Degallaix; E. Deleeuw; S. Del'eglise; W. D. Pozzo; T. Denker; T. Dent; H. Dereli; V. Dergachev; R. Derosa; R. Rosa; R. DeSalvo; S. Dhurandhar; M. Díaz; A. Dietz; L. Fiore; A. Lieto; I. Palma; A. Virgilio; K. Dmitry; F. Donovan; K. Dooley; S. Doravari; M. Drago; R. Drever; J. Driggers; Z. Du; J. Dumas; S. Dwyer; T. Eberle; M. Edwards; A. Effler; P. Ehrens; J. Eichholz; S. Eikenberry; G. Endrőczi; R. Essick; T. Etzel; K. Evans; M. Evans; T. Evans; M. Factourovich; V. Fafone; S. Fairhurst; Q. Fang; S. Farinon; B. Farr; W. Farr; Marc Favata; D. Fazi; H. Fehrmann; D. Feldbaum; I. Ferrante; F. Ferrini; F. Fidecaro; L. Finn; I. Fiori; R. Fisher; R. Flaminio; E. Foley; S. Foley; E. Forsi; N. Fotopoulos; J. Fournier; S. Franco; S. Frasca; F. Frasconi; M. Frede; M. Frei; Z. Frei; A. Freise; R. Frey; T. Fricke; P. Fritschel; V. Frolov; M. Fujimoto; P. Fulda; M. Fyffe; J. Gair; L. Gammaitoni; J. Garcia; F. Garufi; N. Gehrels; G. Gemme; E. Génin; A. Gennai; L. Gergely; S. Ghosh; J. Giaime; S. Giampanis; K. Giardina; A. Giazotto; S. Gil-Casanova; C. Gill; J. Gleason; E. Goetz; R. Goetz; L. Gondán; G. González; N. Gordon; M. Gorodetsky; S. Gossan; S. Gossler; R. Gouaty; C. Graef; P. Graff; M. Granata; A. Grant; S. Gras; C. Gray; R. Greenhalgh; A. Gretarsson; C. Griffo; P. Groot; H. Grote; K. Grover; S. Grunewald; G. Guidi; C. Guido; K. Gushwa; E. Gustafson; R. Gustafson; B. Hall; E. Hall; D. Hammer; G. Hammond; M. Hanke; J. Hanks; C. Hanna; J. Hanson; J. Harms; G. Harry; I. Harry; E. Harstad; M. Hartman; K. Haughian; K. Hayama; J. Heefner; A. Heidmann; M. Heintze; H. Heitmann; P. Hello; G. Hemming; M. Hendry; I. Heng; A. Heptonstall; M. Heurs; S. Hild; D. Hoak; K. Hodge; K. Holt; T. Hong; S. Hooper; T. Horrom; D. Hosken; J. Hough; E. Howell; Y. Hu; Z. Hua; V. Huang; E. Huerta; B. Hughey; S. Husa; S. Huttner; M. Huynh; T. Huynh--Dinh; J. Iafrate; D. Ingram; R. Inta; T. Isogai; A. Ivanov; B. Iyer; K. Izumi; M. Jacobson; E. James; H. Jang; Y. Jang; P. Jaranowski; F. Jim'enez-Forteza; W. Johnson; D. Jones; D. Jones; R. Jones; R. Jonker; L. Ju; K. Haris; P. Kalmus; V. Kalogera; S. Kandhasamy; G. Kang; J. Kanner; M. Kasprzack; R. Kasturi; E. Katsavounidis; W. Katzman; H. Kaufer; K. Kaufman; K. Kawabe; S. Kawamura; F. Kawazoe; F. K'ef'elian; D. Keitel; D. Kelley; W. Kells; D. Keppel; A. Khalaidovski; F. Khalili; E. Khazanov; B. Kim; C. Kim; K. Kim; N. Kim; W. Kim; Y. M. Kim; E. King; P. King; D. Kinzel; J. Kissel; S. Klimenko; J. Kline; S. Koehlenbeck; K. Kokeyama; V. Kondrashov; S. Koranda; W. Korth; I. Kowalska; D. Kozak; A. Kremin; V. Kringel; B. Krishnan; A. Królak; C. Kucharczyk; S. Kudła; G. Kuehn; A. Kumar; P. Kumar; R. Kumar; R. Kurdyumov; P. Kwee; M. Landry; B. Lantz; S. Larson; P. Lasky; C. Lawrie; P. Leaci; E. Lebigot; C. Lee; H. Lee; H. Lee; J. Lee; M. Leonardi; J. Leong; A. L. Roux; N. Leroy; N. Letendre; B. Levine; J. Lewis; V. Lhuillier; T. Li; A. Lin; T. Littenberg; V. Litvine; F. Liu; H. Liu; Y. Liu; Z. Liu; D. Lloyd; N. Lockerbie; V. Lockett; D. Lodhia; K. Loew; J. Logue; A. Lombardi; M. Lorenzini; V. Loriette; M. Lormand; G. Losurdo; J. Lough; J. Luan; M. Lubinski; H. Luck; A. Lundgren; J. Macarthur; E. Macdonald; B. Machenschalk; M. MacInnis; D. Macleod; F. Magaña-Sandoval; M. Mageswaran; K. Mailand; E. Majorana; I. Maksimovic; V. Malvezzi; N. Man; G. Manca; I. Mandel; V. Mandic; V. Mangano; M. Mantovani; F. Marchesoni; F. Marion; S. Márka; Z. M'arka
exclude,0.019,An Assessment of SAPHIR Calibration Using Quality Tropical Soundings,,2015,10.1175/jtech-d-14-00054.1,29,G. Clain; H. Brogniez; V. Payne; V. John; M. Luo
exclude,0.019,Comparison between the Local Ensemble Transform Kalman Filter (LETKF) and 4D‐Var in atmospheric CO2 flux inversion with the Goddard Earth Observing System‐Chem model and the observation impact diagnostics from the LETKF,,2016,10.1002/2016jd025100,28,Junjie Liu; K. Bowman; Meemong Lee
exclude,0.019,Methyl chloride from the Aura Microwave Limb Sounder: First global climatology and assessment of variability in the upper troposphere and stratosphere,,2013,10.1002/2013jd020235,28,M. Santee; N. Livesey; G. Manney; A. Lambert; W. Read
exclude,0.019,Ozone temperature correlations in the upper stratosphere as a measure of chlorine content,,2012,10.1029/2012jd017456,28,R. Stolarski; A. Douglass; E. Remsberg; N. Livesey; J. Gille
exclude,0.019,Remote‐sensing constraints on South America fire traits by Bayesian fusion of atmospheric and surface data,,2015,10.1002/2014gl062584,27,A. A. Bloom; J. Worden; Zhe Jiang; H. Worden; T. Kurosu; C. Frankenberg; D. Schimel
exclude,0.019,"Simulated retrievals for the remote sensing of CO 2 , CH 4 , CO, and H 2 O from geostationary orbit",,2015,10.5194/amt-8-4817-2015,27,X. Xi; V. Natraj; R. Shia; M. Luo; Qiong Zhang; S. Newman; S. Sander; Y. Yung
exclude,0.019,"Climatology and variability of trace gases in extratropical double‐tropopause regions from MLS, HIRDLS, and ACE‐FTS measurements",,2015,10.1002/2014jd021964,27,M. Schwartz; G. Manney; M. Hegglin; N. Livesey; M. Santee; W. Daffer
exclude,0.019,Assessing planetary complexity and potential agnostic biosignatures using epsilon machines,Nature Astronomy,2022,10.1038/s41550-021-01559-x,25,S. Bartlett; Jiazheng Li; Lixiang Gu; Lana Sinapayen; S. Fan; V. Natraj; Jonathan H. Jiang; D. Crisp; Y. Yung
exclude,0.019,Pixel‐scale assessment and uncertainty analysis of AIRS and MODIS ice cloud optical thickness and effective radius,,2015,10.1002/2015jd023950,25,B. Kahn; M. Schreier; Q. Yue; E. Fetzer; F. Irion; S. Platnick; Chenxi Wang; S. Nasiri; T. L’Ecuyer
exclude,0.019,Midlatitude atmospheric OH response to the most recent 11-y solar cycle,Proceedings of the National Academy of Sciences of the United States of America,2013,10.1073/pnas.1117790110,24,Shuhui Wang; King‐Fai Li; T. Pongetti; S. Sander; Y. Yung; M. Liang; N. Livesey; M. Santee; J. Harder; M. Snow; F. Mills
exclude,0.019,Stratospheric correlation between nitric acid and ozone,,2009,10.1029/2008jd010875,24,P. Popp; T. P. Marcy; R. Gao; L. Watts; D. Fahey; E. Richard; S. Oltmans; M. Santee; N. Livesey; L. Froidevaux; B. Sen; G. Toon; K. Walker; C. Boone; P. Bernath
exclude,0.019,"Observations of OH, HO 2 , H 2 O, and O 3 in the upper stratosphere: Impl",,1998,,23,K. Jucks; David G. Johnson; K. Chance; W. Traub; J. Margitan; G. Osterman; R. Salawitch; Y. Sasano
exclude,0.019,"SPARC CCMVal (2010), SPARC Report on the Evaluation of Chemistry-Climate Models: Chapter 5: Transport",,2010,,23,J. Neu; S. Strahan; P. Braesicke; A. Douglass; P. Huck; L. Oman; D. Pendlebury; S. Tegtmeier
exclude,0.019,The emission and chemistry of reactive nitrogen species in the plume of an Athena II solid‐fuel rocket motor,,2002,10.1029/2002gl015197,22,P. Popp; B. Ridley; J. A. Neuman; L. Avallone; D. Toohey; P. Zittel; O. Schmid; R. Herman; R. Gao; M. Northway; J. Holecek; D. Fahey; T. L. Thompson; K. Kelly; J. Walega; F. Grahek; J. Wilson; M. Ross; M. Danilin
exclude,0.019,Radiative effects of upper tropospheric clouds observed by Aura MLS and CloudSat,,2009,10.1029/2009gl037173,22,H. Su; J. Jiang; G. Stephens; D. Vane; N. Livesey
exclude,0.019,"PAN in the eastern Pacific free troposphere: A satellite view of the sources, seasonality, interannual variability, and timeline for trend detection",,2017,10.1002/2016jd025868,21,Liye Zhu; V. Payne; T. Walker; J. Worden; Zhe Jiang; S. Kulawik; E. Fischer
exclude,0.019,Far-Ultraviolet Intensities and Center-to-Limb Variations of Active Regions and Quiet Sun Using UARS SOLSTICE Irradiance Measurements and Ground-based Spectroheliograms,,2001,10.1086/323058,21,J. Worden; T. Woods; K. Bowman
exclude,0.019,A Practical Method to Estimate Information Content in the Context of 4D-Var Data Assimilation,SIAM/ASA J. Uncertain. Quantification,2011,10.1137/120884523,20,Kumaresh Singh; Adrian Sandu; M. Jardak; K. Bowman; Meemong Lee
exclude,0.019,"Simulating the Black Saturday 2009 smoke plume with an interactive composition‐climate model: Sensitivity to emissions amount, timing, and injection height",Journal of Geophysical Research - Atmospheres,2016,10.1002/2015jd024343,20,R. Field; M. Luo; M. Fromm; A. Voulgarakis; S. Mangeon; J. Worden
exclude,0.019,Earth Observing System (EOS) Aura Microwave Limb Sounder (MLS) Version 3.4 Level-2 near-real-time data user guide.,,2012,,20,A. Lambert; W. Read; L. Froidevaux; M. Schwartz; N. Livesey; H. Pumphrey; G. Manney; M. Santee; P. Wagner; W. V. Snyder; I. Yanovsky; C. Vuu; M. Madatyan; W. Daffer; Amy C. Chen; Richard R. Lay; S. Gluck
exclude,0.019,TES observations of the interannual variability of PAN over Northern Eurasia and the relationship to springtime fires,,2015,10.1002/2015gl065328,18,Liye Zhu; E. Fischer; V. Payne; J. Worden; Zhe Jiang
exclude,0.019,Quantum correlation measurements in interferometric gravitational-wave detectors,,2017,10.1103/physreva.95.043831,18,D. Martynov; V. Frolov; S. Kandhasamy; K. Izumi; H. Miao; N. Mavalvala; E. Hall; R. Lanza; B. Abbott; R. Abbott; T. Abbott; C. Adams; R. Adhikari; S. Anderson; A. Ananyeva; S. Appert; K. Arai; S. Aston; S. Ballmer; D. Barker; B. Barr; L. Barsotti; J. Bartlett; I. Bartos; J. Batch; A. Bell; J. Betzwieser; G. Billingsley; J. Birch; S. Biscans; S. Biscans; C. Biwer; C. Blair; R. Bork; A. Brooks; G. Ciani; F. Clara; S. Countryman; M. Cowart; D. Coyne; A. Cumming; L. Cunningham; K. Danzmann; C. F. S. Costa; E. Daw; D. DeBra; R. Derosa; R. DeSalvo; K. Dooley; S. Doravari; J. Driggers; S. Dwyer; A. Effler; T. Etzel; M. Evans; T. Evans; M. Factourovich; H. Fair; A. F. Galiana; R. Fisher; P. Fritschel; P. Fulda; M. Fyffe; J. Giaime; J. Giaime; K. Giardina; E. Goetz; R. Goetz; S. Gras; C. Gray; H. Grote; K. Gushwa; E. Gustafson; R. Gustafson; G. Hammond; J. Hanks; J. Hanson; T. Hardwick; G. Harry; M. Heintze; A. Heptonstall; J. Hough; Russell Jones; S. Karki; M. Kasprzack; S. Kaufer; K. Kawabe; N. Kijbunchoo; E. King; P. King; J. Kissel; W. Korth; G. Kuehn; M. Landry; B. Lantz; N. Lockerbie; M. Lormand; A. Lundgren; M. Macinnis; D. Macleod; S. Márka; Z. Márka; A. Markosyan; E. Maros; I. Martin; K. Mason; T. Massinger; F. Matichard; F. Matichard; Richard V. McCarthy; D. McClelland; S. Mccormick; G. Mcintyre; J. McIver; G. Mendell; E. Merilh; P. Meyers; Jon M. Miller; R. Mittleman; G. Moreno; G. Mueller; A. Mullavey; J. Munch; L. Nuttall; J. Oberling; P. Oppermann; R. Oram; B. O’Reilly; D. Ottaway; H. Overmier; J. R. Palamos; H. Paris; W. Parker; A. Pele; S. Penn; M. Phelps; V. Pierro; I. Pinto; M. Principe; L. Prokhorov; O. Puncken; V. Quetschke; E. Quintero; F. Raab; H. Radkins; P. Raffai; S. Reid; D. Reitze; D. Reitze; N. Robertson; N. Robertson; J. Rollins; V. Roma; J. Romie; S. Rowan; K. Ryan; T. Sadecki; E. Sanchez; V. Sandberg; R. Savage; R. Schofield; D. Sellers; D. Shaddock; T. Shaffer; B. Shapiro; P. Shawhan; D. Shoemaker; D. Sigg; B. Slagmolen; Beverly J. Smith; J. Smith; B. Sorazu; A. Staley; K. Strain; D. Tanner; R. Taylor; M. Thomas; P. Thomas; K. Thorne; E. Thrane; C. Torrie; G. Traylor; G. Vajente; G. Valdes; A. V. Veggel; A. Vecchio; P. Veitch; K. Venkateswara; T. Vo; C. Vorvick; M. Walker; R. Ward; J. Warner; B. Weaver; R. Weiss; P. Wessels; B. Willke; C. Wipf; J. Worden; G. Wu; H. Yamamoto; C. Yancey; Hang Yu; Haocun Yu; L. Zhang; M. Zucker; M. Zucker; J. Zweizig
exclude,0.019,Pressure broadening of oxygen by water,,2014,10.1016/j.jqsrt.2013.08.001,17,B. Drouin; V. Payne; F. Oyafuso; K. Sung; E. Mlawer
exclude,0.019,Signatures of Anomalous Transport in the 2019/2020 Arctic Stratospheric Polar Vortex,Journal of Geophysical Research - Atmospheres,2022,10.1029/2022jd037407,17,G. Manney; L. Millán; M. Santee; K. Wargan; A. Lambert; J. Neu; F. Werner; Z. Lawrence; M. Schwartz; N. Livesey; W. Read
exclude,0.019,Estimation of the contribution of intercontinental transport during the PEACE campaign by using a global model,,2005,10.1029/2005jd006226,16,M. Takigawa; K. Sudo; H. Akimoto; K. Kita; N. Takegawa; Y. Kondo; M. Takahashi
exclude,0.019,Global evaluation of ammonia bi-directional exchange,,2015,10.5194/acpd-15-4823-2015,15,Liye Zhu; D. Henze; J. Bash; G. Jeong; K. Cady-Pereira; M. Shephard; M. Luo; F. Paulot; S. Capps
exclude,0.019,Airships: A New Horizon for Science,,2014,,15,Sarah H. Miller; R. Fesen; L. Hillenbrand; J. Rhodes; G. Baird; Geoffrey Blake; J. Booth; David E. Carlile; R. Duren; Frederick G. Edworthy; B. Freeze; R. Friedl; P. Goldsmith; Jeffery L. Hall; S. Hoffman; Scott E. Hovarter; R. Jensen-Clem; Ross M. Jones; J. Kauffmann; A. Kiessling; O. King; N. Konidaris; T. Lachenmeier; S. Lord; J. Neu; G. R. Quetin; A. Ram; S. Sander; M. Simard; Mike Smith; Steve Smith; S. Smoot; S. Susca; A. Swann; E. Young; T. Zambrano
exclude,0.019,Lepton asymmetry measurements in B̄→D*l-ν̄l and implications for V-A and the form factors,,1993,10.1103/physrevd.47.791,14,S. Sanghera; T. Skwarnicki; R. Stroynowski; M. Artuso; M. Goldberg; N. Horwitz; R. Kennett; G. Moneti; F. Muheim; S. Playfer; Y. Rozen; P. Rubin; S. Stone; M. Thulasidas; W. Yao; G. Zhu; A. Barnes; J. Bartelt; S. Csorna; Z. Egyed; V. Jain; P. Sheldon; D. Akerib; B. Barish; M. Chadha; D. Cowen; G. Eigen; J. Miller; J. Urheim; A. Weinstein; D. Acosta; G. Masek; B. Ong; H. Paar; M. Sivertz; A. Bean; J. Gronberg; R. Kutschke; S. Menary; R. Morrison; H. Nelson; J. Richman; H. Tajima; D. Schmidt; D. Sperka; M. Witherell; M. Procario; M. Daoudi; W. Ford; D. Johnson; K. Lingel; M. Lohner; P. Rankin; J. Smith; J. Alexander; C. Bebek; K. Berkelman; D. Besson; T. Browder; D. Cassel; D. Coffman; P. Drell; R. Ehrlich; R. Galik; M. Garcia-Sciveres; B. Geiser; B. Gittelman; S. Gray; D. Hartill; B. Heltsley; K. Honscheid; C. Jones; J. Kandaswamy; N. Katayama; P. Kim; D. Kreinick; G. S. Ludwig; J. Masui; J. Mevissen; N. Mistry; C. Ng; E. Nordberg; C. O'grady; J. Patterson; D. Peterson; D. Riley; M. Sapper; M. Selen; H. Worden; M. Worris; F. Würthwein; P. Avery; A. Freyberger; J. Rodríguez; R. Stephens; J. Yelton; D. Cinabro; S. Henderson; K. Kinoshita; T. Liu; M. Saulnier; Richard K. Wilson; H. Yamamoto; A. Sadoff; R. Ammar; S. Ball; P. Baringer; D. Coppage; N. Copty; R. Davis; N. Hancock; M. Kelly; N. Kwak; H. Lam; Y. Kubota; M. Lattery; J. Nelson; S. Patton; D. Perticone; R. Poling; V. Savinov; S. Schrenk; R. Wang; M. Alam; I. J. Kim; B. Nemati; J. O’Neill; V. Romero; H. Severini; C. Sun; P. Wang; M. Zoeller; G. Crawford; R. Fulton; K. Gan; H. Kagan; R. Kass; J. U. Lee; R. Malchow; F. Morrow; M. Sung; C. White; J. Whitmore; P. Wilson; F. Butler; X. Fu; G. Kalbfleisch; M. Lambrecht; P. Skubic; J. Snow; Pei Wang; D. Bortoletto; D. Brown; J. Dominick; R. McIlwain; T. Miao; D. Miller; M. Modesitt; S. Schaffner; E. Shibata; I. Shipsey; M. Battle; J. Ernst; H. Kroha; S. Roberts; K. Sparks; E. Thorndike; C. Wang
exclude,0.019,Measurements of relative humidity in a persistent contrail,,2006,10.1016/j.atmosenv.2005.11.021,14,R. Gao; D. Fahey; P. Popp; T. P. Marcy; R. Herman; E. Weinstock; Jessica B. Smith; D. Sayres; J. Pittman; K. Rosenlof; T. L. Thompson; P. Bui; D. Baumgardner; B. Anderson; G. Kok; A. Weinheimer
exclude,0.019,Aircraft icing at low temperatures in Tropical Storm Chantal (2001),,2003,10.1029/2003gl017746,14,R. Herman; A. Heymsfield
exclude,0.019,Understanding the contributions of anthropogenic and biogenic sources to CO enhancements and outflow observed over North America and the western Atlantic Ocean by TES and MOPITT,,2010,10.1016/j.atmosenv.2010.01.029,14,Yunsoo Choi; G. Osterman; A. Eldering; Yuhang Wang; E. Edgerton
exclude,0.019,DDFS and ΣΔ Approaches for Fractional Frequency Synthesis in Terahertz Instruments,IEEE Transactions on Terahertz Science and Technology,2018,10.1109/tthz.2018.2840078,13,A. Tang; Yanghyo Kim; T. Reck; G. Chattopadhyay; I. Mehdi; B. Drouin; K. Cooper; N. Livesey; Mau-Chung Frank Chang
exclude,0.019,A link between tropical intraseasonal variability and Arctic stratospheric ozone,,2013,10.1002/jgrd.50391,11,King‐Fai Li; B. Tian; K. Tung; L. Kuai; J. Worden; Y. Yung; B. L. Slawski
exclude,0.019,Measurement of the D→ππ branching fractions,,1993,10.1103/physrevlett.71.1973,11,M. Selen; A. Sadoff; R. Ammar; S. Ball; P. Baringer; D. Coppage; N. Copty; R. Davis; N. Hancock; M. Kelly; N. Kwak; H. Lam; Y. Kubota; M. Lattery; J. Nelson; S. Patton; D. Perticone; R. Poling; V. Savinov; S. Schrenk; R. Wang; M. Alam; I. J. Kim; B. Nemati; J. O’Neill; H. Severini; C. Sun; M. Zoeller; G. Crawford; C. M. Daubenmeir; R. Fulton; D. Fujino; K. Gan; K. Honscheid; H. Kagan; R. Kass; Jungmin Lee; R. Malchow; F. Morrow; Y. Skovpen; M. Sung; C. White; J. Whitmore; P. Wilson; F. Butler; X. Fu; G. Kalbfleisch; M. Lambrecht; W. Ross; P. Skubic; J. Snow; Pei Wang; M. Wood; Daniela Bortoletto; D. Brown; J. Fast; R. McIlwain; T. Miao; D. Miller; M. Modesitt; S. Schaffner; E. Shibata; I. Shipsey; Pu Wang; M. Battle; J. Ernst; H. Kroha; S. Roberts; K. Sparks; E. Thorndike; C. Wang; J. Dominick; S. Sanghera; T. Skwarnicki; R. Stroynowski; M. Artuso; D. He; M. Goldberg; N. Horwitz; R. Kennett; G. Moneti; F. Muheim; Y. Mukhin; S. Playfer; Y. Rozen; S. Stone; M. Thulasidas; G. Vasseur; G. Zhu; J. Bartelt; S. Csorna; Z. Egyed; V. Jain; P. Sheldon; D. Akerib; B. Barish; M. Chadha; S. Chan; D. Cowen; G. Eigen; J. Miller; C. O'grady; J. Urheim; A. Weinstein; D. Acosta; M. Athanas; G. Masek; B. Ong; H. Paar; M. Sivertz; A. Bean; J. Gronberg; R. Kutschke; S. Menary; R. Morrison; S. Nakanishi; H. Nelson; T. Nelson; J. Richman; A. Ryd; H. Tajima; D. Schmidt; D. Sperka; M. Witherell; M. Procario; S. Yang; R. Balest; K. Cho; M. Daoudi; W. Ford; D. Johnson; K. Lingel; M. Lohner; P. Rankin; J. Smith; J. Alexander; C. Bebek; K. Berkelman; D. Besson; T. Browder; D. Cassel; H. Cho; D. Coffman; P. Drell; R. Ehrlich; M. Garcia-Sciveres; B. Geiser; B. Gittelman; S. Gray; D. Hartill; B. Heltsley; C. Jones; S. L. Jones; J. Kandaswamy; N. Katayama; P. Kim; D. Kreinick; G. S. Ludwig; J. Masui; J. Mevissen; N. Mistry; C. Ng; E. Nordberg; M. Ogg; J. Patterson; D. Peterson; D. Riley; S. Salman; M. Sapper; H. Worden; F. Würthwein; P. Avery; A. Freyberger; J. Rodriguez; R. Stephens; J. Yelton; D. Cinabro; S. Henderson; K. Kinoshita; Tao Liu; M. Saulnier; F. Shen; R. Wilson; H. Yamamoto
exclude,0.019,Stratospheric CO at tropical and mid‐latitudes: ATMOS measurements and photochemical steady‐state model calculations,,2000,10.1029/1999gl011184,11,C. Rinsland; R. Salawitch; G. Osterman; F. Irion; B. Sen; R. Zander; E. Mahieu; M. Gunson
exclude,0.019,Aura MLS THz observations of global cirrus near the tropopause,,2008,10.1029/2008gl034233,10,D. Wu; H. Pickett; N. Livesey
exclude,0.019,Lower stratospheric densities from solar occultation measurements of continuum absorption near 2400 cm-1,,2004,10.1029/2003jd003803,9,C. Rinsland; M. McHugh; F. Irion
