suggested_action,relevance,title,venue,year,doi,citations_s2,authors
review,0.116,Using GRACE to estimate snowfall accumulation and assess gauge undercatch corrections in high latitudes.,Journal of Climate,2018,10.1175/jcli-d-18-0163.1,41,A. Behrangi; A. Gardner; J. Reager; J. Fisher; Daqing Yang; G. Huffman; R. Adler
review,0.116,A High-Resolution Data Assimilation Framework for Snow Water Equivalent Estimation across the Western United States and Validation with the Airborne Snow Observatory,Journal of Hydrometeorology,2019,10.1175/jhm-d-18-0009.1,36,C. Oaida; J. Reager; K. Andreadis; C. David; S. Levoe; T. Painter; K. Bormann; A. Trangsrud; M. Girotto; J. Famiglietti
review,0.116,Glacier Ice Surface Properties in South‐West Greenland Ice Sheet: First Estimates From PRISMA Imaging Spectroscopy Data,Journal of Geophysical Research - Biogeosciences,2021,10.1029/2021jg006718,24,Niklas Bohn; B. Di Mauro; R. Colombo; D. Thompson; J. Susiluoto; N. Carmon; M. Turmon; L. Guanter
review,0.116,"Ocean mass, sterodynamic effects, and vertical land motion largely explain US coast relative sea level rise",Communications Earth & Environment,2021,10.1038/s43247-021-00300-w,24,T. Harvey; B. Hamlington; T. Frederikse; R. Nerem; C. Piecuch; W. Hammond; G. Blewitt; P. Thompson; D. Bekaert; F. Landerer; J. Reager; Robert E Kopp; H. Chandanpurkar; I. Fenty; D. Trossman; J. Walker; C. Boening
review,0.116,Separating decadal global water cycle variability from sea level rise,Scientific Reports,2017,10.1038/s41598-017-00875-5,21,B. Hamlington; J. Reager; M. Lo; K. Karnauskas; R. Leben
review,0.116,Uncertainty quantification for a global imaging spectroscopy surface composition investigation,,2020,10.1016/j.rse.2020.112038,20,N. Carmon; D. Thompson; Niklas Bohn; J. Susiluoto; M. Turmon; P. Brodrick; D. Connelly; A. Braverman; K. Cawse-Nicholson; R. Green; M. Gunson
review,0.116,"Intercomparison of In-Situ and Remote Sensing Salinity Products in the Gulf of Mexico, a River-Influenced System",Remote Sensing,2018,10.3390/rs10101590,20,J. Vazquez-Cuervo; S. Fournier; B. Dzwonkowski; J. Reager
review,0.116,GRACE‐FO and ECOSTRESS Synergies Constrain Fine‐Scale Impacts on the Water Balance,Geophysical Research Letters,2021,10.1029/2021gl093984,17,M. Pascolini‐Campbell; J. Fisher; J. Reager
review,0.116,The Seasonality of Global Land and Ocean Mass and the Changing Water Cycle,Geophysical Research Letters,2021,10.1029/2020gl091248,16,H. Chandanpurkar; J. Reager; J. Famiglietti; R. Nerem; D. Chambers; M. Lo; B. Hamlington; T. Syed
review,0.116,Developing spring wheat in the Noah-MP land surface model (v4.4) for growing season dynamics and responses to temperature stress,Geoscientific Model Development,2023,10.5194/gmd-16-3809-2023,15,Zhe Zhang; Yanping Li; Fei Chen; P. Harder; W. Helgason; J. Famiglietti; Prasanth Valayamkunnath; Cenlin He; Zhenhua Li
review,0.116,HESS Opinions: Improving the evaluation of groundwater representation in continental to global scale models,,2019,10.5194/hess-2020-378,15,T. Gleeson; T. Wagener; P. Döll; S. Zipper; C. West; Y. Wada; R. Taylor; B. Scanlon; R. Rosolem; S. Rahman; Nurudeen Oshinlaja; R. Maxwell; M. Lo; Hyungjun Kim; M. Hill; A. Hartmann; G. Fogg; J. Famiglietti; A. Ducharne; Inge E. M. de Graaf; M. Cuthbert; L. Condon; E. Bresciani; M. Bierkens
review,0.116,Global Terrestrial Water Storage Reconstruction Using Cyclostationary Empirical Orthogonal Functions (1979-2020),Remote Sensing,2022,10.3390/rs14225677,10,H. Chandanpurkar; B. Hamlington; J. Reager
review,0.116,Spatially interactive modeling of land change identifies location-specific adaptations most likely to lower future flood risk,Scientific Reports,2023,10.1038/s41598-023-46195-9,9,G. Sanchez; A. Petrasova; Megan M. Skrip; Elyssa L. Collins; Margaret A Lawrimore; John B. Vogler; Adam J. Terando; Jelena Vukomanovic; H. Mitásová; R. Meentemeyer
review,0.116,Engaging the User Community for Advancing Societal Applications of the Surface Water Ocean Topography Mission,,2017,10.1175/bams-d-17-0161.1,8,F. Hossain; M. Srinivasan; C. Peterson; A. Andral; E. Beighley; E. Anderson; R. Amini; C. Birkett; D. Bjerklie; Cheryl Ann Blain; Selma Cherchali; Cédric H. David; B. Doorn; J. Escurra; L. Fu; C. Frans; J. Fulton; Subhrendu Gangopadhay; Subimal Ghosh; C. Gleason; M. Gosset; J. Hausman; G. Jacobs; John T. Jones; Y. Kaheil; B. Laignel; P. Le Moigne; Li Li; F. Lefèvre; R. Mason; A. Mehta; A. Mukherjee; A. Nguy-Robertson; S. Ricci; A. Paris; T. Pavelsky; N. Picot; G. Schumann; S. Shrestha; P. Le Traon; E. Trehubenko
review,0.116,Large Scale Variability of Ground Water Storage: the Mississippi River Basin (Invited),,2010,,3,M. Rodell; T. Townsend; J. Famiglietti; Bailing Li; Jack Nigro
review,0.116,How Well Will the Surface Water and Ocean Topography Mission Measure Water Surface Heights and Slopes in Complex Terrain,,2018,,1,R. Frasson; M. Durand; T. Pavelsky; C. W. Chen; B. Williams; A. Fore; Xiao Yang
review,0.116,Estimates of Soil Moisture Using the Land Information System for Land Surface Water Storage: Case Study for the Western States Water Mission,,2017,,0,P. W. Liu; J. Famiglietti; S. Levoe; J. Reager; C. David; S. Kumar; Bailing Li; C. Peters-Lidard
review,0.116,"Multi-scale Analysis of the Fluxes Between Terrestrial Water Storage, Groundwater, and Stream Discharge in the Columbia River Basin",,2013,,0,E. Sproles; S. Leibowitz; P. J. Wigington; S. Patil; J. Reager; J. Famiglietti
review,0.116,Water Storage Changes in the Tigris-Euphrates River Basin and the Middle East from GRACE with Implications for Transboundary Water Management,,2011,,0,K. Voss; J. Famiglietti; M. Lo; C. Linage
review,0.116,How frequently will the Surface Water and Ocean Topography (SWOT) observe floods,,2017,,0,R. Frasson; G. Schumann
review,0.116,Human contributions to evapotranspiration mitigate swings in dry-to-wet year transitions,Communications Sustainability,2026,10.1038/s44458-025-00002-w,0,Z. Pierrat; Rebecca N. Gustine; Anna Boser; Sophie Ruehr; Christine M. Lee; J. Reager; K. Cawse-Nicholson
review,0.116,Applications Program Status for the Mass Change Decadal Observable Mission Study,,2020,10.5194/gstm2020-20,0,M. Srinivasan; J. Reager; Carmen Böening; M. Rodell; R. Baize; B. Doorn; M. Pandiyan; Kirsten Reith
review,0.116,GRACE/GRACE-FO to constrain regional to global Evapotranspiration,,2020,10.5194/gstm2020-7,0,J. Reager; M. Pascolini‐Campbell
review,0.093,Satellite-based estimates of groundwater depletion in India,Nature,2009,10.1038/nature08238,2685,M. Rodell; I. Velicogna; J. Famiglietti
review,0.093,Quantifying renewable groundwater stress with GRACE,Water Resources Research,2015,10.1002/2015wr017349,754,A. Richey; B. Thomas; M. Lo; J. Reager; J. Famiglietti; K. Voss; S. Swenson; M. Rodell
review,0.093,Reply to comment by H. Vereecken et al. on “Field observations of soil moisture variability across scales”,,2008,10.1029/2008wr007323,420,J. Famiglietti; D. Ryu; A. Berg; M. Rodell; T. Jackson
review,0.093,Remote sensing of groundwater storage changes in Illinois using the Gravity Recovery and Climate Experiment (GRACE),,2006,10.1029/2006wr005374,355,P. Yeh; S. Swenson; J. Famiglietti; M. Rodell
review,0.093,Divergent effects of climate change on future groundwater availability in key mid-latitude aquifers,Nature Communications,2020,10.1038/s41467-020-17581-y,346,Wen‐Ying Wu; M. Lo; Y. Wada; J. Famiglietti; J. Reager; P. Yeh; A. Ducharne; Zong‐Liang Yang
review,0.093,SMAP soil moisture improves global evapotranspiration,Remote Sensing of Environment,2018,10.1016/j.rse.2018.09.023,213,A. Purdy; J. Fisher; M. Goulden; A. Colliander; G. Halverson; K. Tu; J. Famiglietti
review,0.093,The Water Planetary Boundary: Interrogation and Revision,One Earth,2019,10.31223/osf.io/swhma,140,T. Gleeson; L. Wang‐Erlandsson; S. Zipper; M. Porkka; F. Jaramillo; D. Gerten; I. Fetzer; S. Cornell; L. Piemontese; L. Gordon; J. Rockström; T. Oki; M. Sivapalan; Y. Wada; K. Brauman; M. Flörke; M. Bierkens; B. Lehner; P. Keys; M. Kummu; T. Wagener; S. Dadson; T. Troy; W. Steffen; M. Falkenmark; J. Famiglietti
review,0.093,Upscaling of field-scale soil moisture measurements using distributed land surface modeling,,2005,10.1016/j.advwatres.2004.10.004,116,W. Crow; D. Ryu; J. Famiglietti
review,0.093,Calibration of an impedance probe for estimation of surface soil water content over large regions,,2005,10.1016/j.jhydrol.2005.01.003,115,M. Cosh; T. Jackson; R. Bindlish; J. Famiglietti; D. Ryu
review,0.093,Understanding of Contemporary Regional Sea‐Level Change and the Implications for the Future,Reviews of Geophysics,2020,10.1029/2019rg000672,100,B. Hamlington; A. Gardner; E. Ivins; J. Lenaerts; J. Reager; D. Trossman; E. Zaron; S. Adhikari; A. Arendt; A. Aschwanden; B. Beckley; D. Bekaert; G. Blewitt; L. Caron; D. Chambers; H. Chandanpurkar; K. Christianson; B. Csathó; R. Cullather; R. DeConto; J. Fasullo; T. Frederikse; J. Freymueller; D. Gilford; M. Girotto; W. Hammond; R. Hock; N. Holschuh; Robert E Kopp; F. Landerer; E. Larour; D. Menemenlis; M. Merrifield; J. Mitrovica; R. S. Nerem; I. Nias; V. Nieves; S. Nowicki; K. Pangaluru; C. Piecuch; R. Ray; D. Rounce; N. Schlegel; H. Seroussi; M. Shirzaei; W. Sweet; I. Velicogna; N. Vinogradova; T. Wahl; D. Wiese; M. Willis
review,0.093,Discharge Estimation in Ungauged Basins Through Variational Data Assimilation: The Potential of the SWOT Mission,,2017,10.1002/2017wr021735,79,H. Oubanas; I. Gejadze; P. Malaterre; M. Durand; R. Wei; R. Frasson; A. Domeneghetti
review,0.093,Earth's water reservoirs in a changing climate,Proceedings of the Royal Society A,2020,10.1098/rspa.2019.0458,79,G. Stephens; J. Slingo; E. Rignot; J. Reager; M. Hakuba; P. Durack; J. Worden; R. Rocca
review,0.093,Monitoring Groundwater Change in California’s Central Valley Using Sentinel-1 and GRACE Observations,Géosciences,2019,10.3390/geosciences9100436,61,Zhen Liu; Pang-Wei Liu; E. Massoud; T. Farr; P. Lundgren; J. Famiglietti
review,0.093,A global near-real-time soil moisture index monitor for food security using integrated SMOS and SMAP,Remote Sensing of Environment,2020,10.1016/j.rse.2020.111864,58,S. Sadri; M. Pan; Y. Wada; N. Vergopolan; J. Sheffield; J. Famiglietti; Y. Kerr; E. Wood
review,0.093,Groundwater Connections and Sustainability in Social‐Ecological Systems,Ground Water,2023,10.1111/gwat.13305,54,Xander Huggins; T. Gleeson; J. Castilla-Rho; C. Holley; V. Re; J. Famiglietti
review,0.093,What drives 20th century polar motion?,Earth and Planetary Science Letters,2018,10.1016/j.epsl.2018.08.059,54,S. Adhikari; L. Caron; B. Steinberger; J. Reager; K. Kjeldsen; B. Marzeion; E. Larour; E. Ivins
review,0.093,Crustal Groundwater Volumes Greater Than Previously Thought,Geophysical Research Letters,2021,10.1029/2021gl093549,43,G. Ferguson; J. McIntosh; O. Warr; B. Sherwood Lollar; C. Ballentine; J. Famiglietti; Ji‐Hyun Kim; J. Michalski; J. Mustard; J. Tarnas; J. McDonnell
review,0.093,Field-scale crop water consumption estimates reveal potential water savings in California agriculture,Nature Communications,2024,10.1038/s41467-024-46031-2,40,Anna S Boser; Kelly K. Caylor; Ashley E. Larsen; M. Pascolini‐Campbell; J. Reager; T. Carleton
review,0.093,Impact of Pacific and Atlantic sea surface temperatures on interannual and decadal variations of GRACE land water storage in tropical South America,,2013,10.1002/jgrd.50820,39,C. Linage; Hyungjun Kim; J. Famiglietti; Jin-Yi Yu
review,0.093,"Climate‐Induced Saltwater Intrusion in 2100: Recharge‐Driven Severity, Sea Level‐Driven Prevalence",Geophysical Research Letters,2024,10.1029/2024gl110359,38,Kyra Adams; J. Reager; B. Buzzanga; Cédric H. David; Audrey H. Sawyer; B. Hamlington
review,0.093,"Unprecedented continental drying, shrinking freshwater availability, and increasing land contributions to sea level rise",Science Advances,2025,10.1126/sciadv.adx0298,36,H. Chandanpurkar; James S. Famiglietti; Kaushik Gopalan; D. Wiese; Y. Wada; Kaoru Kakinuma; J. Reager; Fan Zhang
review,0.093,"A comparison of the gravity field over Central Europe from superconducting gravimeters, GRACE and global hydrological models, using EOF analysis",,2012,10.1111/j.1365-246x.2012.05404.x,35,D. Crossley; C. Linage; J. Hinderer; J. Boy; J. Boy; J. Famiglietti
review,0.093,The Mass Change Designated Observable Study: Overview and Results,Earth and Space Science,2022,10.1029/2022ea002311,35,D. Wiese; B. Bienstock; C. Blackwood; J. Chrone; B. Loomis; J. Sauber-Rosenberg; M. Rodell; R. Baize; D. Bearden; K. Case; Scott D. Horner; S. Luthcke; J. Reager; M. Srinivasan; L. Tsaoussi; F. Webb; A. Whitehurst; V. Zlotnicki; J. Sauber
review,0.093,Satellite Observations of the Tropical Terrestrial Carbon Balance and Interactions With the Water Cycle During the 21st Century,Reviews of Geophysics,2021,10.1029/2020rg000711,31,J. Worden; S. Saatchi; M. Keller; A. Bloom; Junjie Liu; N. Parazoo; J. Fisher; K. Bowman; J. Reager; Kristen A. Fahy; D. Schimel; R. Fu; S. Worden; Yi Yin; P. Gentine; A. Konings; G. R. Quetin; Mat Williams; H. Worden; M. Shi; A. Barkhordarian
review,0.093,Global patterns of water‐driven human migration,WIREs Water,2023,10.1002/wat2.1647,21,Li Xu; J. Famiglietti
review,0.093,A Streamflow-oriented Ranking-based Methodological Framework to Combine Multiple Precipitation Datasets across Large River Basins,Journal of Hydrology,2021,10.1016/j.jhydrol.2021.127174,14,Jefferson S. Wong; Fuad Yassin; J. Famiglietti; J. Pomeroy
review,0.093,An exploration of expected number of exoplanets for a 6m class direct imaging observatory,Astronomical Telescopes + Instrumentation,2022,10.1117/12.2630609,11,R. Morgan; D. Savransky; M. Turmon; Grace Genszler; E. Mamajek; T. Robinson; K. Stapelfeldt
review,0.093,"FarmCan: a physical, statistical, and machine learning model to forecast crop water deficit for farms",Hydrology and Earth System Sciences,2022,10.5194/hess-26-5373-2022,6,S. Sadri; J. Famiglietti; M. Pan; H. Beck; A. Berg; E. Wood
review,0.093,Conceptualizing Cascading Effects of Resilience in Human–Water Systems,,2021,10.1093/oso/9780190095888.003.0039,6,Li Xu; Feng Mao; J. Famiglietti; J. Pomeroy; C. Pahl‐Wostl
review,0.093,"Reconstructing Repetitive Flood Exposure Across 78 Events From 1996 to 2020 in North Carolina, USA",Earth's Future,2025,10.1029/2025ef006026,5,Helena M. Garcia; Antonia Sebastian; Kieran P. Fitzmaurice; M. Hino; Elyssa L. Collins; G. Characklis
review,0.093,River Water Level Prediction in Satellite Images using Support Vector Machine,,2012,,4,R. Kalaivani; P. Thangaraj; L. Smith; F. Frappart; F. Papa; J. Famiglietti; C. Prigent; B. Rossow; F. Seyler; C. Tzimopoulos; P. Ginidi; R. Chopra; V. Verma; P. K. Sharma; M. Coe; D. Alsdorf; J. Melack; T. Dunne; L. Mertes; L. Hess
review,0.093,Asymmetric Response of Land Storage to ENSO Phase and Duration,Water,2019,10.3390/w11112249,3,H. Chandanpurkar; J. Fasullo; J. Reager; R. Nerem; J. Famiglietti
review,0.093,Water surface elevation from the upcoming SWOT mission under different flows conditions,,2017,,2,A. Domeneghetti; G. Schumann; R. Wei; R. Frasson; M. Durand; T. Pavelsky; A. Castellarin; A. Brath
review,0.093,A Virtual Surface Water Satellite Mission: Identifying Key Science Issues,,2004,,1,G. Goteti; J. Famiglietti; D. Alsdorf; P. Bates; E. Clark; D. Lettenmaier; D. Moller; E. Rodriguez; M. D. Wilson
review,0.093,Advancing a transdisciplinary approach for a paradigm shift in water management in US cities,Environmental Research: Water,2026,10.1088/3033-4942/ae3acb,0,Elizaveta Litvak; Peter M. Groffman; C. Vörösmarty; Justin Stoler; J. Famiglietti; Kate Albrecht; P. Bixler
review,0.093,Poor correlation between large-scale environmental flow violations and freshwater biodiversity: implications for water resource management and water planetary boundary,,2021,10.1002/essoar.10507838.1,0,C. Mohan; T. Gleeson; J. Famiglietti; Vili Virkki; M. Kummu; M. Porkka; Xander Huggins; L. Wang‐Erlandsson; D. Gerten; Sonja C. Jähnig
review,0.093,Using GRACE mission for detecting water storage variations in large lakes around the world,,2012,,0,H. Liu; C. Linage; J. Reager; J. Famiglietti
review,0.093,Using GRACE Total Water Storage Changes to constrain River Routing Models in the Amazon River basin,,2010,,0,C. Linage; M. Lo; J. Famiglietti; Ram Lakhan Ray; R. Beighley
review,0.093,Interannual Variations of River Water Storage in the Rio Negro River basin from a Multiple Satellite Approach,,2007,,0,F. Frappart; F. Papa; J. Famiglietti; C. Prigent; W. Rossow; F. Seyler
review,0.093,An investigation of the spatial and temporal characteristics of extreme dry and wet events across NLDAS-2 models,Journal of Hydrometeorology,2023,10.1175/jhm-d-23-0038.1,0,M. Pascolini‐Campbell; J. Reager
review,0.093,Terrestrial water storage across scales: Applications of the GRACE satellite mission for global hydrology,,2012,,0,J. Reager
exclude,0.07,Hyperresolution global land surface modeling: Meeting a grand challenge for monitoring Earth's terrestrial water,,2011,10.1029/2010wr010090,836,E. Wood; J. Roundy; T. Troy; L. V. van Beek; M. Bierkens; E. Blyth; A. De Roo; P. Döll; M. Ek; J. Famiglietti; D. Gochis; N. C. van de Giesen; P. Houser; P. Jaffé; S. Kollet; B. Lehner; D. Lettenmaier; C. Peters-Lidard; M. Sivapalan; J. Sheffield; A. Wade; P. Whitehead
exclude,0.07,Human–water interface in hydrological modelling : current status and future directions,,2017,10.5194/hess-21-4169-2017,267,Yoshihide Wada; Yoshihide Wada; M. Bierkens; A. Roo; P. Dirmeyer; J. Famiglietti; N. Hanasaki; M. Konar; Junguo Liu; Junguo Liu; H. Schmied; T. Oki; T. Oki; Y. Pokhrel; M. Sivapalan; T. Troy; A. Dijk; T. Emmerik; M. V. Huijgevoort; H. V. Lanen; C. Vörösmarty; C. Vörösmarty; N. Wanders; N. Wanders; H. Wheater
exclude,0.07,Global terrestrial water storage capacity and flood potential using GRACE,,2009,10.1029/2009gl040826,194,J. Reager; J. Famiglietti
exclude,0.07,Groundwater depletion in California’s Central Valley accelerates during megadrought,Nature Communications,2022,10.1038/s41467-022-35582-x,158,Pang‐Wei Liu; J. Famiglietti; A. Purdy; Kyra H. Adams; A. L. McEvoy; J. Reager; R. Bindlish; D. Wiese; C. David; M. Rodell
exclude,0.07,Evaluation of 10 Methods for Initializing a Land Surface Model,,2005,10.1175/jhm414.1,151,M. Rodell; P. Houser; A. Berg; J. Famiglietti
exclude,0.07,Characterization of footprint‐scale surface soil moisture variability using Gaussian and beta distribution functions during the Southern Great Plains 1997 (SGP97) hydrology experiment,,2005,10.1029/2004wr003835,104,D. Ryu; J. Famiglietti
exclude,0.07,The sensitivity of US wildfire occurrence to pre-season soil moisture conditions across ecosystems,Environmental Research Letters,2018,10.1088/1748-9326/aa9853,83,Daniel Jensen; J. Reager; B. Zajic; N. Rousseau; M. Rodell; E. Hinkley
exclude,0.07,"Remote Sensing of Terrestrial Water Storage, Soil Moisture and Surface Waters",,2013,10.1029/150gm16,80,J. Famiglietti
exclude,0.07,Effect of water table dynamics on land surface hydrologic memory,,2010,10.1029/2010jd014191,77,M. Lo; J. Famiglietti
exclude,0.07,The hidden crisis beneath our feet,Science,2021,10.1126/science.abh2867,71,J. Famiglietti; G. Ferguson
exclude,0.07,Projecting groundwater storage changes in California’s Central Valley,Scientific Reports,2018,10.1038/s41598-018-31210-1,58,E. Massoud; A. Purdy; M. Miro; J. Famiglietti
exclude,0.07,Regional terrestrial water storage change and evapotranspiration from terrestrial and atmospheric water balance computations,,2008,10.1029/2007jd009045,55,P. Yeh; J. Famiglietti
exclude,0.07,Optimal estimation of spectral surface reflectance in challenging atmospheres,Remote Sensing of Environment,2019,10.1016/j.rse.2019.111258,52,D. Thompson; K. Babu; A. Braverman; M. Eastwood; R. Green; J. Hobbs; J. Jewell; B. Kindel; S. Massie; M. Mishra; A. Mathur; V. Natraj; P. Townsend; F. Seidel; M. Turmon
exclude,0.07,The Total Drainable Water Storage of the Amazon River Basin: A First Estimate Using GRACE,,2018,10.1029/2017wr021674,50,M. Tourian; J. Reager; N. Sneeuw
exclude,0.07,Remote detection of water management impacts on evapotranspiration in the Colorado River Basin,,2016,10.1002/2016gl068675,48,S. Castle; J. Reager; B. Thomas; A. Purdy; M. Lo; J. Famiglietti; Q. Tang
exclude,0.07,Quantifying uncertainty for remote spectroscopy of surface composition,,2020,10.1016/j.rse.2020.111898,46,D. Thompson; A. Braverman; P. Brodrick; A. Candela; N. Carmon; R. Clark; D. Connelly; R. Green; R. Kokaly; Longlei Li; N. Mahowald; Ronald L. Miller; G. Okin; T. Painter; G. Swayze; M. Turmon; Jouni Susilouto; David S. Wettergreen
exclude,0.07,Increases in the annual range of soil water storage at northern middle and high latitudes under global warming,,2015,10.1002/2015gl064110,42,Wen‐Ying Wu; C. Lan; M. Lo; J. Reager; J. Famiglietti
exclude,0.07,Precipitation response to land subsurface hydrologic processes in atmospheric general circulation model simulations,,2011,10.1029/2010jd015134,42,M. Lo; J. Famiglietti
exclude,0.07,Reply to comment by Keith J. Beven and Hannah L. Cloke on “Hyperresolution global land surface modeling: Meeting a grand challenge for monitoring Earth's terrestrial water”,,2012,10.1029/2011wr011202,40,E. Wood; J. Roundy; T. Troy; R. Beek; M. Bierkens; E. Blyth; A. Roo; P. Döll; Mike Ek; J. Famiglietti; D. Gochis; N. Giesen; P. Houser; P. Jaffé; S. Kollet; B. Lehner; D. Lettenmaier; C. Peters-Lidard; M. Sivapalan; J. Sheffield; A. Wade; P. Whitehead
exclude,0.07,FireStem2D – A Two-Dimensional Heat Transfer Model for Simulating Tree Stem Injury in Fires,PLoS ONE,2013,10.1371/journal.pone.0070110,40,Efthalia K. Chatziefstratiou; G. Bohrer; A. Bova; R. Subramanian; R. Frasson; A. Scherzer; B. Butler; M. Dickinson
exclude,0.07,Estimating snow water equivalent from GPS vertical site-position observations in the western United States,Water Resources Research,2013,10.1002/wrcr.20173,35,Karli J. Ouellette; C. de Linage; J. Famiglietti
exclude,0.07,Estimation of hydrological drought recovery based on precipitation and Gravity Recovery and Climate Experiment (GRACE) water storage deficit,,2021,10.5194/hess-25-511-2021,35,Alka Singh; J. Reager; A. Behrangi
exclude,0.07,Calibration of stormwater management model using flood extent data,,2014,10.1680/wama.12.00051,29,Byunhyun Kim; B. Sanders; Kun-Yeon Han; Young-Ju Kim; J. Famiglietti
exclude,0.07,"Simulating Human Water Regulation: The Development of an Optimal Complexity, Climate-Adaptive Reservoir Management Model for an LSM",,2016,10.1175/jhm-d-15-0056.1,24,K. Solander; J. Reager; B. Thomas; C. David; J. Famiglietti
exclude,0.07,Satellite- and Reanalysis-Based Mass Balance Estimates of Global Continental Discharge (1993–2015),,2017,10.1175/jcli-d-16-0708.1,22,H. Chandanpurkar; J. Reager; J. Famiglietti; T. Syed
exclude,0.07,Identifying ENSO-related interannual and decadal variability on terrestrial water storage,Scientific Reports,2021,10.1038/s41598-021-92729-4,16,S. Cheon; B. Hamlington; J. Reager; H. Chandanpurkar
exclude,0.07,Introducing Spatially Distributed Fire Danger from Earth Observations (FDEO) Using Satellite-Based Data in the Contiguous United States,Remote Sensing,2020,10.3390/rs12081252,15,A. Farahmand; E. N. Stavros; J. Reager; A. Behrangi
exclude,0.07,Unified Topographic and Atmospheric Correction for Remote Imaging Spectroscopy,Frontiers in Remote Sensing,2022,10.3389/frsen.2022.916155,14,N. Carmon; A. Berk; Niklas Bohn; P. Brodrick; O. Kalashnikova; Hai Nguyen; D. Thompson; M. Turmon
exclude,0.07,Towards Real-time Classification of Astronomical Transients,,2008,10.1063/1.3059064,14,A. Mahabal; S. Djorgovski; Roy Williams; A. Drake; C. Donalek; M. Graham; B. Moghaddam; M. Turmon; J. Jewell; Aditya Khosla; B. Hensley
exclude,0.07,Faster Exo-Earth yield for HabEx and LUVOIR via extreme precision radial velocity prior knowledge,,2021,10.1117/1.jatis.7.2.021220,12,R. Morgan; D. Savransky; M. Turmon; B. Mennesson; Walker L. Dula; D. Keithly; E. Mamajek; P. Newman; P. Plavchan; T. Robinson; G. Roudier; C. Stark
exclude,0.07,Modeling groundwater levels in California's Central Valley by hierarchical Gaussian process and neural network regression,Journal of Geophysical Research,2023,10.48550/arxiv.2310.14555,8,A. Pradhan; Kyra H. Adams; V. Chandrasekaran; Zhen Liu; J. Reager; Andrew M. Stuart; M. Turmon
exclude,0.07,The safe development paradox of the United States regulatory floodplain,PLoS ONE,2024,10.1371/journal.pone.0311718,6,G. Sanchez; Margaret A Lawrimore; A. Petrasova; Jonh Vogler; Elyssa L. Collins; V. Petras; Truffaut Harper; Emma J Butzler; Ross K. Meentemeyer
exclude,0.07,Statistical Mapping of Freshwater Origin and Fate Signatures as Land/Ocean “Regions of Influence” in the Gulf of Mexico,Journal of Geophysical Research: Oceans,2019,10.1029/2018jc014784,6,S. Fournier; J. Reager; B. Dzwonkowski; J. Vazquez-Cuervo
exclude,0.07,Estimation of hydrological drought recovery based on GRACE water storage deficit,,2019,10.5194/hess-2019-590,5,Alka Singh; J. Reager; A. Behrangi
exclude,0.07,Comparing evaporation from water balance framework and multiple models on a global scale,Journal of Hydrology,2024,10.1016/j.jhydrol.2024.131924,4,Jinghua Xiong; Abhishek; Chong Zhang; Li Xu; H. Chandanpurkar; J. Famiglietti; Pat J.‐F. Yeh; Zhongbo Yu; Ningpeng Dong; Haoran Hao; Shuang Yi; Lei Cheng; Shenglian Guo; Yun Pan
exclude,0.07,Ground Water Storage Variability in the Mississippi River Basin and Potential Estimation Using GRACE,,2005,,3,M. Rodell; D. Rowlands; S. Klosko; F. LeMoine; S. Luthcke; Johnny Chen; J. Famiglietti; C. Wilson
exclude,0.07,The AquaSat-1 Mission Concept: Actionable Information on Water Quality and Aquatic Ecosystems for Australia and Western USA,IEEE International Geoscience and Remote Sensing Symposium,2023,10.1109/igarss52108.2023.10282912,3,Courtney Bright; David R. Ardila; Erin L. Hestir; Tim J. Malthus; M. Matthews; David R. Thompson; Nick Carter; Arnold G. Dekker; R. Frasson; Robert O. Green; Alex Held; Klaus Joehnk; Jeremy Kravitz; Joshua Pease; C. Roelfsema; C. Seubert; Bozena Wojtasiewicz
exclude,0.07,"Editorial for the Special Issue ""Remote Sensing of Flow Velocity, Channel Bathymetry, and River Discharge""",Remote Sensing,2020,10.3390/rs12142304,2,C. Legleiter; T. Pavelsky; M. Durand; G. Allen; A. Tarpanelli; R. Frasson; Inci Güneralp; A. Woodget
exclude,0.07,Remote Sensing of Terrestrial Water Storage with GRACE and Future Satellite Gravimetry Missions,,2011,,1,M. Rodell; M. Watkins; J. Famiglietti
exclude,0.07,A first estimate of the expected distribution of SWOT river discharge accuracy,,2018,,1,M. Durand; R. Frasson; S. Tuozzolo; C. Gleason; P. Garambois; P. Malaterre
exclude,0.07,Tree-level hydrodynamic approach for modeling aboveground water storage and stomatal conductance highlights the effects of tree hydraulic strategy; AGU Full Meeting ; ;,,2016,,1,G. Bohrer; A. Matheny; S. Fatichi; R. Frasson
exclude,0.07,Poor correlation between large-scale environmental flow 1 violations and freshwater biodiversity: implications for water 2 resource management and water planetary boundary,,2022,,0,C. Mohan; T. Gleeson; J. Famiglietti; Vili Virkki; M. Kummu; 4. Miina; Porkka; L. Wang‐Erlandsson; Xander Huggins; D. Gerten; Sonja C. Jähnig
exclude,0.07,GMD Perspective : the quest to improve the 1 evaluation of groundwater representation in 2 continental to global scale models 3 4,,2021,,0,T. Gleeson; Thorsten Wagener; P. Döll; S. Zipper; C. West; Yoshihide; Wada; Richard Taylor; B. Scanlon; R. Rosolem; S. Rahman; Nurudeen Oshinlaja; R. Maxwell; M. Lo; Hyungjun Kim; M. Hill; A. Hartmann; G. Fogg; J. Famiglietti; A. Ducharne; I. Graaf; M. Cuthbert; L. Condon; E. Bresciani; M. Bierkens
