suggested_action,relevance,title,venue,year,doi,citations_s2,authors
review,0.091,Estimating parameters of a forest ecosystem C model with measurements of stocks and fluxes as joint constraints,Oecologia,2010,10.1007/s00442-010-1628-y,186,A. Richardson; Mat Williams; D. Hollinger; D. Moore; D. B. Dail; E. Davidson; N. Scott; R. Evans; H. Hughes; John T. Lee; C. Rodrigues; K. Savage
review,0.091,Shifts in plant respiration and carbon use efficiency at a large-scale drought experiment in the eastern Amazon.,New Phytologist,2010,10.1111/j.1469-8137.2010.03319.x,154,D. Metcalfe; D. Metcalfe; P. Meir; L. Aragão; R. Lobo-do-Vale; D. Galbraith; D. Galbraith; R. Fisher; M. M. Chaves; J. Marôco; A. D. Costa; S. Almeida; A. P. Braga; P. Gonçalves; J. D. Athaydes; M. L. Costa; T. Portela; A. A. Oliveira; Y. Malhi; Mat Williams
review,0.091,Emerging satellite observations for diurnal cycling of ecosystem processes,Nature Plants,2021,10.1038/s41477-021-00952-8,153,J. Xiao; J. Fisher; H. Hashimoto; K. Ichii; N. Parazoo
review,0.091,Interacting Effects of Leaf Water Potential and Biomass on Vegetation Optical Depth,,2017,10.1002/2017jg004145,144,M. Momen; J. Wood; K. Novick; R. Pangle; W. Pockman; N. McDowell; A. Konings
review,0.091,Sub-continental-scale carbon stocks of individual trees in African drylands,Nature,2023,10.1038/s41586-022-05653-6,123,C. Tucker; M. Brandt; P. Hiernaux; A. Kariryaa; K. Rasmussen; J. Small; C. Igel; Florian Reiner; K. Melocik; Jesse Meyer; Scott S. Sinno; E. Romero; E. Glennie; Yasmin Fitts; Auguste Morin; J. Pinzón; D. McClain; P. Morin; C. Porter; Shane Loeffler; L. Kergoat; Bil-Assanou Issoufou; P. Savadogo; J. Wigneron; B. Poulter; P. Ciais; R. Kaufmann; R. Myneni; Sassan Saatchi; R. Fensholt
review,0.091,Tropospheric Ozone Assessment Report,Elementa: Science of the Anthropocene,2020,10.1525/elementa.2020.034,117,A. Archibald; J. Neu; Y. Elshorbany; O. Cooper; P. J. Young; H. Akiyoshi; R. Cox; M. Coyle; R. Derwent; M. Deushi; A. Finco; G. Frost; I. Galbally; G. Gerosa; C. Granier; Paul Thomas Griffiths; R. Hossaini; L. Hu; P. Jöckel; B. Josse; M. Lin; M. Mertens; O. Morgenstern; M. Naja; V. Naik; S. Oltmans; D. Plummer; L. Revell; A. Saiz‐Lopez; P. Saxena; Y. M. Shin; I. Shahid; D. Shallcross; S. Tilmes; T. Trickl; T. Wallington; T. Wang; H. Worden; G. Zeng
review,0.091,Vegetation characteristics and primary productivity along an arctic transect: implications for scaling‐up,,1999,10.1046/j.1365-2745.1999.00404.x,116,Mat Williams; E. Rastetter
review,0.091,A climate-scale satellite record for carbon monoxide: the MOPITT Version 7 product,,2017,10.5194/amt-10-2533-2017,111,M. Deeter; D. Edwards; G. Francis; J. Gille; S. Martínez-Alonso; H. Worden; C. Sweeney
review,0.091,A framework for harmonizing multiple satellite instruments to generate a long-term global high spatial-resolution solar-induced chlorophyll fluorescence (SIF),,2020,10.1016/j.rse.2020.111644,99,J. Wen; P. Köhler; G. Duveiller; N. Parazoo; T. Magney; G. Hooker; L. Yu; C. Chang; Ying Sun
review,0.091,The role of mosses in carbon uptake and partitioning in arctic vegetation.,New Phytologist,2013,10.1111/nph.12285,94,L. Street; J. Subke; M. Sommerkorn; V. Sloan; Helene Ducrotoy; G. Phoenix; Mat Williams
review,0.091,Global methane emission estimates from ultraviolet irradiation of terrestrial plant foliage.,New Phytologist,2010,10.1111/j.1469-8137.2010.03259.x,90,A. A. Bloom; J. Lee‐Taylor; S. Madronich; D. Messenger; P. Palmer; D. Reay; A. McLeod
review,0.091,Characterizing summertime chemical boundary conditions for airmasses entering the US West Coast,,2010,10.5194/acp-11-1769-2011,87,G. Pfister; D. Parrish; H. Worden; L. Emmons; D. Edwards; C. Wiedinmyer; G. Diskin; G. Huey; S. Oltmans; V. Thouret; A. Weinheimer; A. Wisthaler
review,0.091,Tropospheric vertical distribution of tropical Atlantic ozone observed by TES during the northern African biomass burning season,,2007,10.1029/2006gl028284,80,L. Jourdain; H. Worden; J. Worden; K. W. Bowman; Qinbin Li; A. Eldering; S. Kulawik; G. Osterman; K. F. Boersma; Brendan Fisher; C. Rinsland; R. Beer; M. Gunson
review,0.091,"2010–2015 North American methane emissions, sectoral contributions, and trends: a high-resolution inversion of GOSAT observations of atmospheric methane",,2021,10.5194/acp-21-4339-2021,78,J. Maasakkers; D. Jacob; M. Sulprizio; T. Scarpelli; H. Nesser; J. Sheng; Yuzhong Zhang; Xiao Lu; A. Bloom; K. Bowman; J. Worden; R. Parker
review,0.091,A linked carbon cycle and crop developmental model: Description and evaluation against measurements of carbon fluxes and carbon stocks at several European agricultural sites,,2010,10.1016/j.agee.2010.06.012,70,O. Sus; Mat Williams; C. Bernhofer; P. Béziat; N. Buchmann; E. Ceschia; R. Doherty; W. Eugster; T. Grünwald; W. Kutsch; Pete Smith; M. Wattenbach
review,0.091,Risks to carbon storage from land-use change revealed by peat thickness maps of Peru,Nature Geoscience,2022,10.1038/s41561-022-00923-4,69,A. Hastie; E. H. Honorio Coronado; José Reyna; E. Mitchard; C. Åkesson; T. Baker; L. Cole; C. J. C. Oroche; G. Dargie; N. Dávila; Elsa Carla De Grandi; Jhon Del Águila; Dennis Del Castillo Torres; Ricardo de la Cruz Paiva; F. C. Draper; Gerardo Flores; Julio Grández; K. Hergoualc’h; J. E. Householder; J. Janovec; O. Lähteenoja; David Reyna; P. Rodríguez-Veiga; K. Roucoux; M. Tobler; Charlotte E. Wheeler; Mat Williams; I. Lawson
review,0.091,Are Inventory Based and Remotely Sensed Above-Ground Biomass Estimates Consistent?,PLoS ONE,2013,10.1371/journal.pone.0074170,69,Timothy C. Hill; Mat Williams; A. Bloom; E. Mitchard; Casey M. Ryan
review,0.091,"Methane emissions in the United States, Canada, and Mexico: evaluation of national methane emission inventories and 2010–2017 sectoral trends by inverse analysis of in situ (GLOBALVIEWplus CH4 ObsPack) and satellite (GOSAT) atmospheric observations",Atmospheric Chemistry and Physics,2022,10.5194/acp-22-395-2022,69,Xiao Lu; D. Jacob; Haolin Wang; J. Maasakkers; Yuzhong Zhang; T. Scarpelli; Lu Shen; Z. Qu; M. Sulprizio; H. Nesser; A. A. Bloom; Shuang Ma; J. Worden; S. Fan; R. Parker; H. Boesch; R. Gautam; D. Gordon; M. Moran; F. Reuland; Claudia A. Octaviano Villasana; A. Andrews
review,0.091,"Mechanisms for synoptic variations of atmospheric CO 2 in North America, South America and Europe",,2008,10.5194/acp-8-7239-2008,67,N. Parazoo; A. Denning; S. Kawa; K. Corbin; R. Lokupitiya; I. Baker
review,0.091,Evaluation of ACCMIP outgoing longwave radiation from tropospheric ozone using TES satellite observations,,2013,10.5194/acp-13-4057-2013,66,K. W. Bowman; D. Shindell; H. Worden; J. Lamarque; P. Young; David Stevenson; Z. Qu; M. D. L. Torre; D. Bergmann; P. Cameron-smith; W. Collins; R. M. Doherty; S. Dalsøren; G. Faluvegi; G. Folberth; L. Horowitz; B. Josse; Y. Lee; I. Mackenzie; G. Myhre; T. Nagashima; V. Naik; David A Plummer; S. Rumbold; R. Skeie; S. Strode; K. Sudo; S. Szopa; A. Voulgarakis; G. Zeng; S. Kulawik; A. Aghedo; John R. Worden
review,0.091,Trends in emissions and concentrations of air pollutants in the lower troposphere in the Baltimore/Washington airshed from 1997 to 2011,,2013,10.5194/acp-13-7859-2013,66,Hao He; J. Stehr; J. Hains; D. Krask; B. Doddridge; K. Vinnikov; T. Canty; Kyle M. Hosley; R. Salawitch; H. Worden; R. Dickerson
review,0.091,"Global GOSAT, OCO-2 and OCO-3 Solar Induced Chlorophyll Fluorescence Datasets",Earth System Science Data,2021,10.5194/essd-2021-237,61,R. Doughty; T. Kurosu; N. Parazoo; P. Köhler; Yujie Wang; Ying Sun; C. Frankenberg
review,0.091,Accelerating methane growth rate from 2010 to 2017: leading contributions from the tropics and East Asia,Atmospheric Chemistry and Physics,2020,10.5194/acp-2020-649,60,Yi Yin; F. Chevallier; P. Ciais; P. Bousquet; M. Saunois; Bo Zheng; J. Worden; A. A. Bloom; R. Parker; D. Jacob; E. Dlugokencky; C. Frankenberg
review,0.091,Contribution of regional sources to atmospheric methane over the Amazon Basin in 2010 and 2011,,2016,10.1002/2015gb005300,59,Chris Wilson; M. Gloor; L. Gatti; John B. Miller; S. Monks; J. McNorton; A. A. Bloom; L. Basso; M. Chipperfield
review,0.091,Structural diversity and tree density drives variation in the biodiversity-ecosystem function relationship of woodlands and savannas.,New Phytologist,2021,10.1111/nph.17639,51,J. L. Godlee; C. Ryan; D. Bauman; Sam Bowers; J. Carreiras; A. V. Chisingui; J. Cromsigt; D. Druce; M. Finckh; F. M. Gonçalves; R. Holdo; S. Makungwa; Iain M. McNicol; E. Mitchard; A. Muchawona; Rasmus Revermann; N. Ribeiro; A. Siampale; S. Syampungani; J. Tchamba; Hemant G. Tripathi; Johannes Wallenfang; M. te Beest; Mat Williams; Kyle G. Dexter
review,0.091,Simulating estimation of California fossil fuel and biosphere carbon dioxide exchanges combining in situ tower and satellite column observations,,2017,10.1002/2016jd025617,44,M. Fischer; N. Parazoo; K. Brophy; X. Cui; Seongeun Jeong; Junjie Liu; R. Keeling; T. Taylor; K. Gurney; T. Oda; H. Graven
review,0.091,The impact of climate change and climate extremes on sugarcane production,GCB Bioenergy,2021,10.1111/gcbb.12797,43,Sophie Flack-Prain; Liangsheng Shi; Penghui Zhu; H. Rocha; O. Cabral; Shun Hu; Mat Williams
review,0.091,Forest canopy hydraulic properties and catchment water balance: observations and modeling,,2002,10.1016/s0304-3800(02)00068-6,43,V. Engel; M. Stieglitz; Mat Williams; K. Griffin
review,0.091,"Sector‐Based Top‐Down Estimates of NO x , SO2, and CO Emissions in East Asia",Geophysical Research Letters,2022,10.1029/2021gl096009,43,Z. Qu; D. Henze; H. Worden; Zhe Jiang; B. Gaubert; N. Theys; Wei Wang
review,0.091,A Bayesian framework for deriving sector-based methane emissions from top-down fluxes,Communications Earth & Environment,2021,10.1038/s43247-021-00312-6,42,D. Cusworth; A. A. Bloom; Shuang Ma; C. Miller; K. Bowman; Yi Yin; J. Maasakkers; Yuzhong Zhang; T. Scarpelli; Z. Qu; D. Jacob; J. Worden
review,0.091,"Increasing threat of wildfires: the year 2020 in perspective: A
 Global Ecology and Biogeography
 special issue",Global Ecology and Biogeography,2022,10.1111/geb.13588,41,R. Nolan; L. Anderson; B. Poulter; J. Varner
review,0.091,Effects of Fire Diurnal Variation and Plume Rise on U.S. Air Quality During FIREX‐AQ and WE‐CAN Based on the Multi‐Scale Infrastructure for Chemistry and Aerosols (MUSICAv0),Journal of Geophysical Research - Atmospheres,2022,10.1029/2022jd036650,41,Wenfu Tang; L. Emmons; R. Buchholz; C. Wiedinmyer; R. Schwantes; Cenlin He; Rajesh Kumar; G. Pfister; H. Worden; R. Hornbrook; E. Apel; S. Tilmes; B. Gaubert; S. Martínez-Alonso; F. Lacey; C. Holmes; G. Diskin; I. Bourgeois; J. Peischl; T. Ryerson; J. Hair; A. Weinheimer; D. Montzka; G. Tyndall; T. Campos
review,0.091,Interpreting space-based trends in carbon monoxide with multiple models,,2016,10.5194/acp-16-7285-2016,40,S. Strode; H. Worden; M. Damon; A. Douglass; B. Duncan; L. Emmons; J. Lamarque; M. Manyin; L. Oman; José M. Rodríguez; S. Strahan; S. Tilmes
review,0.091,Lightning NO x emissions over the USA constrained by TES ozone observations and the GEOS-Chem model,,2010,10.5194/acp-10-107-2010,40,L. Jourdain; S. Kulawik; H. Worden; K. Pickering; J. Worden; A. Thompson
review,0.091,Recent methane surges reveal heightened emissions from tropical inundated areas,Nature Communications,2024,10.1038/s41467-024-55266-y,39,Xin Lin; S. Peng; P. Ciais; D. Hauglustaine; X. Lan; Gang Liu; M. Ramonet; Yi Xi; Yi Yin; Zhen Zhang; Hartmut Bösch; Philippe Bousquet; F. Chevallier; Bogang Dong; C. Gerlein‐Safdi; Santanu Halder; R. Parker; B. Poulter; Tianjiao Pu; M. Remaud; A. Runge; M. Saunois; Rona L. Thompson; Y. Yoshida; Bo-Yan Zheng
review,0.091,Uncertainty analysis of terrestrial net primary productivity and net biome productivity in China during 1901–2005,,2016,10.1002/2015jg003062,37,J. Shao; Xuhui Zhou; Yiqi Luo; Guodong Zhang; Wei Yan; Jiaxuan Li; Bo Li; L. Dan; J. Fisher; Zhiqiang Gao; Yong He; D. Huntzinger; A. Jain; J. Mao; J. Meng; A. Michalak; N. Parazoo; C. Peng; B. Poulter; C. Schwalm; Xiaoying Shi; R. Sun; F. Tao; H. Tian; Yaxing Wei; N. Zeng; Qiu'an Zhu; Wenquan Zhu
review,0.091,Diagnosing evapotranspiration responses to water deficit across biomes using deep learning.,New Phytologist,2023,10.1111/nph.19197,37,F. Giardina; P. Gentine; A. Konings; S. Seneviratne; B. Stocker
review,0.091,"Aboveground carbon storage in tropical dry forest plots in Oaxaca, Mexico",,2018,10.1016/j.foreco.2017.11.014,34,R. Corona-Núñez; J. Campo; Mat Williams
review,0.091,"Decadal Variabilities in Tropospheric Nitrogen Oxides Over United States, Europe, and China",Journal of Geophysical Research - Atmospheres,2022,10.1029/2021jd035872,34,Zhe Jiang; Rui Zhu; K. Miyazaki; B. McDonald; Z. Klimont; B. Zheng; K. Boersma; Qiang Zhang; H. Worden; J. Worden; D. Henze; Dylan B. A. Jones; Hugo A. C. Denier van der Gon; H. Eskes
review,0.091,1.5 years of TROPOMI CO measurements: comparisons to MOPITT and ATom,,2020,10.5194/amt-13-4841-2020,34,S. Martínez-Alonso; M. Deeter; H. Worden; T. Borsdorff; I. Aben; R. Commane; B. Daube; G. Francis; M. George; J. Landgraf; D. Mao; K. McKain; S. Wofsy
review,0.091,Observational constraints reduce model spread but not uncertainty in global wetland methane emission estimates,Global Change Biology,2023,10.1111/gcb.16755,32,Kuang‐Yu Chang; W. Riley; N. Collier; G. McNicol; Etienne Fluet‐Chouinard; S. Knox; K. Delwiche; R. Jackson; B. Poulter; M. Saunois; N. Chandra; N. Gedney; M. Ishizawa; A. Ito; F. Joos; T. Kleinen; F. Maggi; J. McNorton; J. Melton; P. Miller; Y. Niwa; C. Pasut; P. Patra; C. Peng; S. Peng; A. Segers; H. Tian; A. Tsuruta; Yuanzhi Yao; Yi Yin; Wenxing Zhang; Zhen Zhang; Qing Zhu; Qiuan Zhu; Q. Zhuang
review,0.091,1.5 years of TROPOMI CO measurements: Comparisons to MOPITT and ATom,,2020,10.5194/amt-2020-63,31,S. Martínez-Alonso; M. Deeter; H. Worden; T. Borsdorff; I. Aben; R. Commane; B. Daube; G. Francis; M. George; J. Landgraf; D. Mao; K. McKain; S. Wofsy
review,0.091,"Achieving Breakthroughs in Global Hydrologic Science by Unlocking the Power of Multisensor, Multidisciplinary Earth Observations",AGU Advances,2021,10.1029/2021av000455,30,M. Durand; A. Barros; J. Dozier; R. Adler; Sarah Cooley; D. Entekhabi; B. Forman; A. Konings; W. Kustas; J. Lundquist; T. Pavelsky; M. Rodell; S. Steele‐Dunne
review,0.091,Estimating 2010–2015 Anthropogenic and Natural Methane Emissions in Canada using ECCC Surface and GOSAT Satellite Observations,Atmospheric Chemistry and Physics,2021,10.5194/acp-2020-1195,29,Sabour Baray; D. Jacob; Joannes D. Massakkers; J. Sheng; M. Sulprizio; Dylan B. A. Jones; A. Bloom; R. McLaren
review,0.091,Evaluation of the Potential Use of Satellite-Derived XCO2 in Detecting CO2 Enhancement in Megacities with Limited Ground Observations: A Case Study in Seoul Using Orbiting Carbon Observatory-2,Asia-Pacific Journal of Atmospheric Sciences,2020,10.1007/s13143-020-00202-5,27,Chaerin Park; Sujong Jeong; Hoonyoung Park; J. Yun; Junjie Liu
review,0.091,Biases in atmospheric CO 2 estimates from correlated meteorology modeling errors,,2015,10.5194/acp-15-2903-2015,27,Scot M. Miller; M. Hayek; A. Andrews; I. Fung; Junjie Liu
review,0.091,Deep Learning to Evaluate US NOx Emissions Using Surface Ozone Predictions,Journal of Geophysical Research - Atmospheres,2021,10.1029/2021jd035597,26,Tai-Long He; Dylan B. A. Jones; K. Miyazaki; Binxuan Huang; Yuyang Liu; Zhe Jiang; E. C. White; H. Worden; J. Worden
review,0.091,Profiling tropospheric CO 2 using Aura TES and TCCON instruments,,2012,10.5194/amt-6-63-2013,24,L. Kuai; J. Worden; S. Kulawik; K. Bowman; Meemong Lee; S. Biraud; J. Abshire; S. Wofsy; V. Natraj; C. Frankenberg; D. Wunch; B. Connor; C. Miller; C. Roehl; R. Shia; Y. Yung
review,0.091,Early Season 2023 Wildfires Generated Record‐Breaking Surface Ozone Anomalies Across the U.S. Upper Midwest,Geophysical Research Letters,2024,10.1029/2024gl111481,23,Owen R. Cooper; Kai‐Lan Chang; K. Bates; S. Brown; W. Chace; M. Coggon; Alan M. Gorchov Negron; A. Middlebrook; J. Peischl; A. Piasecki; N. Schafer; C. Stockwell; Siyuan Wang; C. Warneke; K. Zuraski; K. Miyazaki; V. H. Payne; E. Pennington; John R. Worden; K. Bowman; Brian C. McDonald
review,0.091,Towards sector-based attribution using intra-city variations in satellite-based emission ratios between CO2 and CO,Atmospheric Chemistry and Physics,2022,10.5194/acp-2021-1029,23,Dien Wu; Junjie Liu; P. Wennberg; P. Palmer; R. Nelson; M. Kiel; A. Eldering
review,0.091,Characterization of anthropogenic methane plumes with the HyperspectralThermal Emission Spectrometer (HyTES): a retrieval method and error analysis,,2016,10.5194/amt-9-3165-2016,23,L. Kuai; J. Worden; King‐Fai Li; G. Hulley; F. Hopkins; C. Miller; S. Hook; R. Duren; A. Aubrey
review,0.091,Why methane surged in the atmosphere during the early 2020s.,Science,2026,10.1126/science.adx8262,23,P. Ciais; Y. Zhu; Y. Cai; X. Lan; S. Michel; B. Zheng; Y. Zhao; D. Hauglustaine; X. Lin; Y. Zhang; S. Sun; X. Tian; M. Zhao; Y. Wang; J. Chang; X. Dou; Z. Liu; R. Andrew; C. A. Quinn; B. Poulter; Z. Ouyang; W. Yuan; K. Yuan; Q. Zhu; F. Li; N. Pan; H. Tian; X. Yu; G. Rocher‐Ros; M. S. Johnson; M. Li; M. Li; D. Feng; P. Raymond; X. Yang; J. Canadell; R. Jackson; X. Yu; Y. Li; M. Saunois; P. Bousquet; S. Peng
review,0.091,Evaluation of MOPITT Version 7 joint TIR–NIR XCO retrievals with TCCON,Atmospheric Measurement Techniques,2019,10.5194/amt-2019-201,23,J. Hedelius; Tai-Long He; Dylan B. A. Jones; B. Baier; R. Buchholz; M. De Mazière; N. Deutscher; M. Dubey; D. Feist; D. Griffith; F. Hase; L. Iraci; P. Jeseck; M. Kiel; R. Kivi; Cheng Liu; I. Morino; J. Notholt; Y. Oh; H. Ohyama; D. Pollard; M. Rettinger; S. Roche; C. Roehl; M. Schneider; K. Shiomi; K. Strong; R. Sussmann; C. Sweeney; Y. Té; O. Uchino; V. Velazco; Wei Wang; T. Warneke; P. Wennberg; H. Worden; D. Wunch
review,0.091,Can We Use the Water Budget to Infer Upland Catchment Behavior? The Role of Data Set Error Estimation and Interbasin Groundwater Flow,Water Resources Research,2022,10.1029/2021wr030966,21,B. Gordon; W. Crow; A. Konings; D. Dralle; A. Harpold
review,0.091,"The NASA Carbon Monitoring System Phase 2 synthesis: scope, findings, gaps and recommended next steps",,2022,10.1088/1748-9326/ac7407,19,G. Hurtt; A. Andrews; K. Bowman; Molly E. Brown; A. Chatterjee; V. Escobar; L. Fatoyinbo; P. Griffith; Madeleine Guy; S. Healey; D. Jacob; R. Kennedy; S. Lohrenz; M. McGroddy; V. Morales; T. Nehrkorn; L. Ott; S. Saatchi; Edil Sepúlveda Carlo; S. Serbin; H. Tian
review,0.091,"Recent increases in annual, seasonal, and extreme methane fluxes driven by changes in climate and vegetation in boreal and temperate wetland ecosystems",Global Change Biology,2024,10.1111/gcb.17131,19,Sarah Feron; A. Malhotra; Sheel Bansal; Etienne Fluet‐Chouinard; G. McNicol; S. Knox; K. Delwiche; R. Cordero; Z. Ouyang; Zhen Zhang; B. Poulter; R. Jackson
review,0.091,Technical Note: Temporal change in averaging kernels as a source of uncertainty in trend estimates of carbon monoxide retrieved from MOPITT,,2013,10.5194/acp-13-11307-2013,19,J. Yoon; A. Pozzer; P. Hoor; D. Chang; S. Beirle; T. Wagner; Sebastian Schloegl; J. Lelieveld; H. Worden
review,0.091,13 years of MOPITT operations: lessons from MOPITT retrieval algorithm development,,2013,10.4401/ag-6330,19,H. Worden; M. Deeter; D. Edwards; J. Gille; J. Drummond; L. Emmons; G. Francis; S. Martínez-Alonso
review,0.091,Combining Process Modelling and LAI Observations to Diagnose Winter Wheat Nitrogen Status and Forecast Yield,Agronomy,2021,10.3390/agronomy11020314,18,A. Revill; V. Myrgiotis; Anna Florence; S. Hoad; R. Rees; A. MacArthur; Mat Williams
review,0.091,Assessing sub-grid variability within satellite pixels over urban regions using airborne mapping spectrometer measurements,Atmospheric Measurement Techniques,2021,10.5194/amt-14-4639-2021,18,Wenfu Tang; D. Edwards; L. Emmons; H. Worden; L. Judd; L. Lamsal; J. Al-Saadi; S. Janz; J. Crawford; M. Deeter; G. Pfister; R. Buchholz; B. Gaubert; C. Nowlan
review,0.091,"2010–2015 North American methane emissions, sectoral contributions, and trends: a high-resolution inversion of GOSAT satellite observations of atmospheric methane",,2020,10.5194/acp-2020-915,14,J. Maasakkers; D. Jacob; M. Sulprizio; T. Scarpelli; H. Nesser; J. Sheng; Yuzhong Zhang; Xiao Lu; A. Bloom; K. Bowman; J. Worden; R. Parker
review,0.091,Joint spectral retrievals of ozone with Suomi NPP CrIS augmented by S5P/TROPOMI,Atmospheric Measurement Techniques,2024,10.5194/amt-17-5341-2024,14,Edward Malina; K. Bowman; Valentin Kantchev; L. Kuai; T. Kurosu; K. Miyazaki; V. Natraj; G. Osterman; F. Oyafuso; Matthew Thill
review,0.091,Qinzhu Liangxue inhibits IL-6-induced hyperproliferation and inflammation in HaCaT cells by regulating METTL14/SOCS3/STAT3 axis.,Journal of Ethnopharmacology,2023,10.1016/j.jep.2023.116809,14,Yiran Chen; X. Miao; Yan-Wei Xiang; L. Kuai; Xiao-jie Ding; Tian Ma; Bin Li; Bin Fan
review,0.091,Relationship Between Vegetation Microwave Optical Depth and Cross-Polarized Backscatter From Multiyear Aquarius Observations,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2017,10.1109/jstars.2017.2716638,13,K. Rötzer; C. Montzka; D. Entekhabi; A. Konings; K. McColl; M. Piles; H. Vereecken
review,0.091,Evaluation of MOPITT and TROPOMI carbon monoxide retrievals using AirCore in situ vertical profiles,Atmospheric Measurement Techniques,2022,10.5194/amt-15-4751-2022,12,S. Martínez-Alonso; M. Deeter; B. Baier; K. McKain; H. Worden; T. Borsdorff; C. Sweeney; I. Aben
review,0.091,Spatial covariation between solar-induced fluorescence and vegetation indices from Arctic-Boreal landscapes,Environmental Research Letters,2021,10.1088/1748-9326/ac188a,11,A. Maguire; J. Eitel; T. Magney; C. Frankenberg; P. Köhler; Erica L Orcutt; N. Parazoo; R. Pavlick; Z. Pierrat
review,0.091,A simplified non-linear chemistry transport model for analyzing NO2 column observations: STILT–NOx,Geoscientific Model Development,2023,10.5194/gmd-16-6161-2023,11,Dien Wu; J. Laughner; Junjie Liu; P. Palmer; John C. Lin; P. Wennberg
review,0.091,Satellites capture soil moisture dynamics deeper than a few centimeters and are relevant to plant water uptake,,2022,,10,F. Andrew; Gianotti Daniel; Jianzhi Dong; Akbar Ruzbeh; C. Wade; McColl Kaighin; Nippert Jesse; Tumber-D´avila Shersingh; Holbrook Noel Michele; R. Fulton; Scott D. Russell; Reichle Rolf; C.B. Abhishek; Poulter Benjamin; Entekhabi Dara; N. Space; Flight Center; A. Feldman; D. Gianotti; Jianzhi Dong; R. Akbar; W. Crow; K. McColl; J. Nippert; S. J. Tumber‐Dávila; N. Holbrook; F. Rockwell; Russell L. Scott; R. Reichle; Abhishek Chatterjee; Joanna Joiner; B. Poulter; D. Entekhabi
review,0.091,Response to Comment on “Contrasting carbon cycle responses of the tropical continents to the 2015–2016 El Niño”,Science,2018,10.1126/science.aat1211,9,Junjie Liu; K. W. Bowman; D. Schimel; N. Parazoo; Zhe Jiang; Meemong Lee; A. Bloom; D. Wunch; C. Frankenberg; Ying Sun; Chris W. O'Dell; Kevin Robert Gurney; D. Menemenlis; M. Gierach; D. Crisp; A. Eldering
review,0.091,Hydrological controls on the tropospheric ozone greenhouse gas effect,,2017,10.1525/elementa.208,9,L. Kuai; K. Bowman; H. Worden; R. Herman; S. Kulawik
review,0.091,Assessing temporal clear-sky errors in assimilation of satellite CO 2 retrievals using a global transport model,,2009,10.5194/acp-9-3043-2009,8,K. Corbin; A. Denning; N. Parazoo
review,0.091,The observed cooling effect of desert blooms based on high‐resolution Moderate Resolution Imaging Spectroradiometer products,,2017,10.1002/2016ea000238,8,B. He; Ling Huang; Junjie Liu; Haiyan Wang; Aifeng Lű; Weiguo Jiang; Ziyue Chen
review,0.091,"Assessment of the NASA carbon monitoring system wet carbon stakeholder community: data needs, gaps, and opportunities",Environmental Research Letters,2023,10.1088/1748-9326/ace208,8,Molly E. Brown; C. Mitchell; Meghan Halabisky; Benjamin Gustafson; H. Gomes; J. Goes; Xuesong Zhang; A. Campbell; B. Poulter
review,0.091,Diagnosing Environmental Controls on Vegetation Greening and Browning Trends Over Alaska and Northwest Canada Using Complementary Satellite Observations,,2020,10.1007/978-3-030-50930-9_20,7,Youngwook Kim; J. Kimball; N. Parazoo; P. Kirchner
review,0.091,"Methane emissions in the United States, Canada, and Mexico: Evaluation of national methane emission inventories and sectoral trends by inverse analysis of in situ (GLOBALVIEWplus CH4 ObsPack) and satellite (GOSAT) atmospheric observations",,2021,10.5194/acp-2021-671,7,Xiao Lu; D. Jacob; Haolin Wang; J. Maasakkers; Yuzhong Zhang; T. Scarpelli; Lu Shen; Z. Qu; M. Sulprizio; H. Nesser; A. A. Bloom; Shuang Ma; J. Worden; S. Fan; R. Parker; H. Boesch; R. Gautam; D. Gordon; M. Moran; F. Reuland; Claudia A. Octaviano Villasana
review,0.091,Estimation of air temperature and the mountain-mass effect in the Yellow River Basin using multi-source data,PLoS ONE,2021,10.1371/journal.pone.0258549,7,Ziwu Pan; Jun Zhu; Junjie Liu; Jiangyan Gu; Zhenzhen Liu; Fen Qin; Yu-Chun Pan
review,0.091,The Effect of Antecedence on Empirical Model Forecasts of Crop Yield from Observations of Canopy Properties,Agriculture,2021,10.3390/agriculture11030258,6,Anna Florence; A. Revill; S. Hoad; R. Rees; Mat Williams
review,0.091,Anomalous Net Biome Exchange Over Amazonian Rainforests Induced by the 2015/16 El Niño: Soil Dryness‐Shaped Spatial Pattern but Temperature‐dominated Total Flux,Geophysical Research Letters,2023,10.1029/2023gl103379,6,Jun Wang; N. Zeng; Meirong Wang; Fei Jiang; F. Chevallier; S. Crowell; Wei He; Matthew S. Johnson; Junjie Liu; Zhiqiang Liu; Scot M. Miller; Sajeev Philip; Hengmao Wang; Mousong Wu; W. Ju; Shuzhuang Feng; Mengwei Jia
review,0.091,Assessing a new clue to how much carbon plants take up,,2017,10.1029/2017eo075313,6,J. E. Campbell; J. Kesselmeier; D. Yakir; Joseph A. Berry; P. Peylin; S. Belviso; T. Vesala; K. Maseyk; Ulrike Seibt; Huilin Chen; Mary E. Whelan; TimothyW. Hilton; S. Montzka; Max Berkelhammer; S. Lennartz; L. Kuai; G. Wohlfahrt; Yuting Wang; N. Blake; D. Blake; J. Stinecipher; I. Baker; S. Sitch
