suggested_action,relevance,title,venue,year,doi,citations_s2,authors
exclude,0.057,"Comparisons of satellites liquid water estimates to ECMWF and GMAO analyses, 20th century IPCC AR4 climate simulations, and GCM simulations",,2008,10.1029/2008gl035427,71,Juilin Li; D. Waliser; C. Woods; João Paulo Ramos Teixeira; J. Bacmeister; J. Chern; B. Shen; A. Tompkins; W. Tao; M. Köhler
exclude,0.057,Effects of atmospheric light scattering on spectroscopic observations of greenhouse gases from space. Part 2: Algorithm intercomparison in the GOSAT data processing for CO2 retrievals over TCCON sites,,2013,10.1002/jgrd.50146,66,S. Oshchepkov; A. Bril; T. Yokota; P. Wennberg; N. Deutscher; D. Wunch; G. Toon; Y. Yoshida; C. O’Dell; D. Crisp; C. Miller; C. Frankenberg; A. Butz; I. Aben; S. Guerlet; O. Hasekamp; H. Boesch; A. Cogan; R. Parker; D. Griffith; R. Macatangay; J. Notholt; R. Sussmann; M. Rettinger; V. Sherlock; John Robinson; E. Kyrö; P. Heikkinen; D. Feist; I. Morino; N. Kadygrov; D. Belikov; Shamil Maksyutov; T. Matsunaga; O. Uchino; H. Watanabe
exclude,0.057,Accounting for canopy structure improves hyperspectral radiative transfer and sun-induced chlorophyll fluorescence representations in a new generation Earth System model,,2021,10.1016/j.rse.2021.112497,63,R. Braghiere; Yujie Wang; R. Doughty; D. Sousa; T. Magney; J. Widlowski; M. Longo; A. Bloom; J. Worden; P. Gentine; C. Frankenberg
exclude,0.057,"Global GOSAT, OCO-2 and OCO-3 Solar Induced Chlorophyll Fluorescence Datasets",Earth System Science Data,2021,10.5194/essd-2021-237,61,R. Doughty; T. Kurosu; N. Parazoo; P. Köhler; Yujie Wang; Ying Sun; C. Frankenberg
exclude,0.057,Evaluation and attribution of OCO-2 XCO 2 uncertainties,,2016,10.5194/amt-10-2759-2017,61,J. Worden; G. Doran; S. Kulawik; A. Eldering; D. Crisp; C. Frankenberg; C. O’Dell; K. Bowman
exclude,0.057,Accelerating methane growth rate from 2010 to 2017: leading contributions from the tropics and East Asia,Atmospheric Chemistry and Physics,2020,10.5194/acp-2020-649,60,Yi Yin; F. Chevallier; P. Ciais; P. Bousquet; M. Saunois; Bo Zheng; J. Worden; A. A. Bloom; R. Parker; D. Jacob; E. Dlugokencky; C. Frankenberg
exclude,0.057,Multisatellite Imaging of a Gas Well Blowout Enables Quantification of Total Methane Emissions,Geophysical Research Letters,2020,10.1029/2020gl090864,59,D. Cusworth; R. Duren; A. Thorpe; S. Pandey; J. Maasakkers; I. Aben; D. Jervis; D. Varon; D. Jacob; C. Randles; R. Gautam; M. Omara; G. Schade; P. Dennison; C. Frankenberg; D. Gordon; E. Lopinto; C. Miller
exclude,0.057,Low cloud precipitation climatology in the southeastern Pacific marine stratocumulus region using CloudSat,,2013,10.1088/1748-9326/8/1/014027,55,A. Rapp; M. Lebsock; T. L’Ecuyer
exclude,0.057,"Opinion: To assess marine cloud brightening's technical feasibility, we need to know what to study—and when to stop",Proceedings of the National Academy of Sciences of the United States of America,2022,10.1073/pnas.2118379119,47,M. Diamond; A. Gettelman; M. Lebsock; A. McComiskey; L. Russell; R. Wood; G. Feingold
exclude,0.057,Atmospheric Methane Emissions Correlate With Natural Gas Consumption From Residential and Commercial Sectors in Los Angeles,Geophysical Research Letters,2019,10.1029/2019gl083400,45,Liyin He; Z. Zeng; T. Pongetti; Clare Wong; Jianming Liang; K. Gurney; S. Newman; V. Yadav; K. Verhulst; C. Miller; R. Duren; C. Frankenberg; P. Wennberg; R. Shia; Y. Yung; S. Sander
exclude,0.057,G-Band Radar for Humidity and Cloud Remote Sensing,IEEE Transactions on Geoscience and Remote Sensing,2020,10.1109/tgrs.2020.2995325,44,K. Cooper; R. Roy; R. Dengler; R. Monje; Maria Alonso-delPino; J. Siles; O. Yurduseven; C. Parashare; L. Millán; M. Lebsock
exclude,0.057,An Integrated TKE-Based Eddy Diffusivity/Mass Flux Boundary Layer Closure for the Dry Convective Boundary Layer,,2010,10.1175/2011jas3548.1,42,M. Witek; J. Teixeira; G. Matheou
exclude,0.057,"Global‐Scale Consistency of Spaceborne Vegetation Indices, Chlorophyll Fluorescence, and Photosynthesis",Journal of Geophysical Research: Biogeosciences,2021,10.1029/2020jg006136,42,R. Doughty; Xiangming Xiao; P. Köhler; C. Frankenberg; Yuanwei Qin; Xiaocui Wu; Shuang Ma; B. Moore
exclude,0.057,Validation of a G-Band Differential Absorption Cloud Radar for Humidity Remote Sensing,,2020,10.1175/jtech-d-19-0122.1,38,R. Roy; M. Lebsock; L. Millán; K. Cooper
exclude,0.057,"Modeling Global Vegetation Gross Primary Productivity, Transpiration and Hyperspectral Canopy Radiative Transfer Simultaneously Using a Next Generation Land Surface Model—CliMA Land",Journal of Advances in Modeling Earth Systems,2023,10.1029/2021ms002964,36,Y. Wang; R. Braghiere; M. Longo; A. Norton; P. Köhler; R. Doughty; Y. Yin; A. Bloom; C. Frankenberg
exclude,0.057,Optimization theory explains nighttime stomatal responses.,New Phytologist,2021,10.1111/nph.17267,36,Yujie Wang; W. Anderegg; M. Venturas; A. Trugman; Kailiang Yu; C. Frankenberg
exclude,0.057,TROPOMI SIF reveals large uncertainty in estimating the end of plant growing season from vegetation indices data in the Tibetan Plateau,Remote Sensing of Environment,2022,10.1016/j.rse.2022.113209,33,Jilin Yang; Xiangming Xiao; R. Doughty; Miaomiao Zhao; Yao Zhang; P. Köhler; Xiaocui Wu; C. Frankenberg; Jinwei Dong
exclude,0.057,Using airborne HIAPER Pole-to-Pole Observations (HIPPO) to evaluate model and remote sensing estimates of atmospheric carbon dioxide,,2016,10.5194/acp-16-7867-2016,33,C. Frankenberg; S. Kulawik; S. Wofsy; F. Chevallier; B. Daube; E. Kort; C. O’Dell; E. Olsen; G. Osterman
exclude,0.057,Differences Between OCO‐2 and GOME‐2 SIF Products From a Model‐Data Fusion Perspective,Journal of Geophysical Research: Biogeosciences,2019,10.1029/2018jg004938,30,C. Bacour; F. Maignan; P. Peylin; N. Macbean; V. Bastrikov; J. Joiner; P. Köhler; L. Guanter; C. Frankenberg
exclude,0.057,An Eddy Diffusivity–Mass Flux Approach to the Vertical Transport of Turbulent Kinetic Energy in Convective Boundary Layers,,2011,10.1175/jas-d-11-06.1,28,M. Witek; J. Teixeira; G. Matheou
exclude,0.057,Elucidating climatic drivers of photosynthesis by tropical forests,Global Change Biology,2023,10.1111/gcb.16837,26,Yuan Wang; Junjie Liu; P. Wennberg; Liyin He; D. Bonal; P. Köhler; C. Frankenberg; S. Sitch; P. Friedlingstein
exclude,0.057,Scalar excursions in large-eddy simulations,Journal of Computational Physics,2014,10.1016/j.jcp.2016.08.035,25,G. Matheou; P. Dimotakis
exclude,0.057,Performance assessment of a triple-frequency spaceborne cloud–precipitation radar concept using a global cloud-resolving model,,2015,10.5194/amt-8-3493-2015,23,J. Leinonen; M. Lebsock; S. Tanelli; Kentaroh Suzuki; H. Yashiro; Y. Miyamoto
exclude,0.057,Natural geological seepage of hydrocarbon gas in the Appalachian Basin and Midwest USA in relation to shale tectonic fracturing and past industrial hydrocarbon production.,Science of the Total Environment,2018,10.1016/j.scitotenv.2018.06.374,23,A. Schimmelmann; Scott A. Ensminger; A. Drobniak; M. Mastalerz; G. Etiope; R. Jacobi; C. Frankenberg
exclude,0.057,The ecosystem wilting point defines drought response and recovery of a Quercus‐Carya forest,Global Change Biology,2023,10.1111/gcb.16582,20,J. Wood; L. Gu; P. Hanson; C. Frankenberg; L. Sack
exclude,0.057,Representation of Leaf‐to‐Canopy Radiative Transfer Processes Improves Simulation of Far‐Red Solar‐Induced Chlorophyll Fluorescence in the Community Land Model Version 5,Journal of Advances in Modeling Earth Systems,2022,10.1029/2021ms002747,20,Rong Li; D. Lombardozzi; M. Shi; C. Frankenberg; N. Parazoo; P. Köhler; K. Yi; K. Guan; Xi Yang
exclude,0.057,Differential absorption radar techniques: surface pressure,,2014,10.5194/amt-7-3959-2014,18,L. Millán; M. Lebsock; N. Livesey; S. Tanelli; G. Stephens
exclude,0.057,Varying Contributions of Drivers to the Relationship Between Canopy Photosynthesis and Far‐Red Sun‐Induced Fluorescence for Two Maize Sites at Different Temporal Scales,Journal of Geophysical Research - Biogeosciences,2020,10.1029/2019jg005051,18,G. Miao; K. Guan; A. Suyker; Xi Yang; T. Arkebauer; E. Walter-Shea; H. Kimm; G. Hmimina; J. Gamon; T. Franz; C. Frankenberg; J. Berry; Genghong Wu
exclude,0.057,Evaluating photosynthetic activity across Arctic-Boreal land cover types using solar-induced fluorescence,Environmental Research Letters,2022,10.1088/1748-9326/ac9dae,14,Rui Cheng; T. Magney; Erica L Orcutt; Z. Pierrat; P. Köhler; D. Bowling; M. Bret-Harte; E. Euskirchen; M. Jung; Hideki Kobayashi; A. Rocha; O. Sonnentag; J. Stutz; S. Walther; D. Zona; C. Frankenberg
exclude,0.057,Climate feedbacks in the Earth system and prospects for their evaluation,,2018,10.5194/esd-2018-84,12,C. Heinze; V. Eyring; V. Eyring; P. Friedlingstein; Colin G. Jones; Y. Balkanski; W. Collins; T. Fichefet; Shuang Gao; A. Hall; D. Ivanova; D. Ivanova; W. Knorr; R. Knutti; A. Löw; M. Ponater; M. Schultz; M. Schulz; P. Siebesma; P. Siebesma; João Paulo Ramos Teixeira; G. Tselioudis; M. Vancoppenolle
exclude,0.057,Spatial covariation between solar-induced fluorescence and vegetation indices from Arctic-Boreal landscapes,Environmental Research Letters,2021,10.1088/1748-9326/ac188a,11,A. Maguire; J. Eitel; T. Magney; C. Frankenberg; P. Köhler; Erica L Orcutt; N. Parazoo; R. Pavlick; Z. Pierrat
exclude,0.057,LES of an inclined jet into a supersonic turbulent crossflow: synthetic inflow conditions,,2009,10.2514/6.2010-1287,8,A. Ferrante; G. Matheou; P. Dimotakis; Mike Stephens; P. Adams; R. Walters
exclude,0.057,vSmartMOM.jl: an Open-Source Julia Package for Atmospheric Radiative Transfer and Remote Sensing Tools,Journal of Open Source Software,2022,10.21105/joss.04575,8,R. Jeyaram; S. Sanghavi; C. Frankenberg
exclude,0.057,Mapping pan-Arctic methane emissions at high spatial resolution using an adjoint atmospheric transport and inversion method and process-based wetland and lake biogeochemical models,,2015,10.5194/acpd-15-32469-2015,8,Z. Tan; Q. Zhuang; D. Henze; C. Frankenberg; E. Dlugokencky; C. Sweeney; A. Turner
exclude,0.057,A G-Band Doppler Radar for Atmospheric Profiling,IEEE Transactions on Geoscience and Remote Sensing,2024,10.1109/tgrs.2024.3398616,7,Juan M. Socuéllamos; Raquel Rodriguez Monje; Ken B. Cooper; M. Lebsock; S. P. M. Nagaraja; Jose V. Siles; Robert M. Beauchamp; S. Tanelli
exclude,0.057,Climate Impact of Cloud Water Inhomogeneity through Microphysical Processes in a Global Climate Model,Journal of Climate,2020,10.1175/jcli-d-19-0772.1,6,Haruka Hotta; Kentaroh Suzuki; D. Goto; M. Lebsock
exclude,0.057,Technical note: Common ambiguities in plant hydraulics,Biogeosciences,2022,10.5194/bg-19-4705-2022,5,Yujie Wang; C. Frankenberg
exclude,0.057,On the Synergy Between Numerics and Subgrid Scale Modeling in LES of Stratified Flows: Grid Convergence of a Stratocumulus-Topped Boundary Layer,,2016,,4,G. Matheou; D. Chung; J. Teixeira
exclude,0.057,Non-steady-state stomatal conductance modeling and its implications: from leaf to ecosystem,Biogeosciences,2024,10.5194/bg-21-1501-2024,4,Ke Liu; Yujie Wang; T. Magney; C. Frankenberg
exclude,0.057,CO profiles from SCIAMACHY observations using cloud slicing and comparison with model simulations,,2013,10.5194/acpd-13-11659-2013,3,Chengtang Liu; S. Beirle; T. Butler; P. Hoor; C. Frankenberg; P. Jöckel; M. P. D. Vries; U. Platt; A. Pozzer; M. Lawrence; J. Lelieveld; H. Tost; T. Wagner
exclude,0.057,Cloud Dynamics Revealed by a G-band Humidity-Sounding Differential Absorption Radar,International Radar Conference,2020,10.1109/radarconf2043947.2020.9266525,2,K. Cooper; R. Beauchamp; R. Roy; L. Millán; M. Lebsock; R. Monje
exclude,0.057,NASA Incubation Study on Planetary Boundary Layer,IEEE International Geoscience and Remote Sensing Symposium,2020,10.1109/igarss39084.2020.9323101,2,João Paulo Ramos Teixeira; J. Piepmeier; A. Nehrir
exclude,0.057,Department of Energy’s Atmospheric System Research (ASR) Program’s Workshop on the Future of Atmospheric Large Eddy Simulation (LES): Workshop Report,,2023,10.2172/2004980,1,Kyle Pressel; T. Heus; Yunyan Zhang; Chiel van Heerwaarden; A. Jaruga; G. Matheou; Mikael Witte; Laura Fierce; K. Lundquist; V. Ghate; Fan Yang; C. Chiu; David Richter
exclude,0.057,Differential Absorption Radar: An Emerging Technology for Remote Sounding of Water Vapor Within Clouds,,2017,,1,M. Lebsock; L. M. Valle; K. Cooper; J. Siles; R. Monje
exclude,0.057,Continuous observation of canopy water content changes with GPS sensors,,2021,10.5194/egusphere-egu21-15551,1,V. Humphrey; Brian L. Dorsey; C. Frankenberg
exclude,0.057,Conflicting drivers of land carbon uptake variability reconciled by land-atmosphere coupling,,2020,10.5194/egusphere-egu2020-11172,1,V. Humphrey; A. Berg; P. Ciais; C. Frankenberg; P. Gentine; M. Jung; M. Reichstein; Seneviratne Sonia I.
exclude,0.057,Mapping methane emissions using the airborne imaging spectrometer AVIRIS-NG,,2017,,1,A. Thorpe; C. Frankenberg; D. Thompson; R. Duren; B. Bue; R. Green
exclude,0.057,Demonstration of Technologies for Remote and in Situ Sensing of Atmospheric Methane Abundances - a Controlled Release Experiment,,2013,,1,A. Aubrey; A. Thorpe; L. Christensen; S. Dinardo; C. Frankenberg; T. Rahn; M. Dubey
exclude,0.057,Radiation feedback and grid convergence in LES of stratocumulus clouds,,2018,,0,G. Matheou; J. Teixeira
exclude,0.057,Unphysical scalar excursions in large-eddy simulations,,2016,,0,G. Matheou; P. Dimotakis
exclude,0.057,Anisotropy statistics in homogeneous stratified sheared turbulence,,2012,,0,G. Matheou; D. Chung
exclude,0.057,Grid-independence and convergence of statistics in an LES of turbulent mixing,,2008,,0,G. Matheou; P. Dimotakis
exclude,0.057,Observing the Boundary Layer from Space II Posters,,2019,,0,J. Teixeira; J. Santanello; M. Lebsock
exclude,0.057,Observed variability of the subtropical marine boundary layer,,2019,,0,M. Lebsock
exclude,0.057,An observationally-based evaluation of clouds and radiation in global climate numerical models using contemporary satellite data,,2016,,0,Juilin Li; D. Waliser; Wei‐Ting Chen; M. Deng; Seungwon Lee; T. L’Ecuyer; G. Stephens; M. Lebsock; M. Christensen; B. Guan; J. Jiang; J. Teixeira
exclude,0.057,The feasibility of water vapor sounding inside clouds or precipitation using a differential absorption radartechnique,,2016,,0,L. M. Valle; M. Lebsock; N. Livesey; K. Cooper; S. Tanelli
exclude,0.057,The three-dimensional distribution of cloud liquid water observed by the A-Train,,2016,,0,J. Leinonen; M. Lebsock; G. Stephens
exclude,0.057,Using Active Satellite Observations to Characterize Uncertatinty in Long Term Satellite Cloud Liquid Water Path Climatologies,,2014,,0,M. Lebsock
exclude,0.057,The Precipitation Susceptibility of Marine Low Clouds Derived from Measurements Collected by Cloudsat and MODIS,,2012,,0,G. Mace; S. Avey; S. Tanelli; M. Lebsock
exclude,0.057,THE RELATIONSHIP BETWEEN RAIN AND CLOUD WATER AS OBSERVED FROM THE A-TRAIN,,2010,,0,M. Lebsock; C. Kummerow
exclude,0.057,"Relationships between aerosol, cloud, and precipitation as observed from the A-train constellation of spaceborne sensors",,2009,,0,M. Lebsock
exclude,0.057,Cropland carbon uptake delayed by 2019 U.S. Midwest floods,,2020,10.5194/egusphere-egu2020-12141,0,Yi Yin; B. Byrne; Junjie Liu; P. Wennberg; P. Köhler; V. Humphrey; T. Magney; K. Davis; T. Gerken; S. Feng; J. Digangi; C. Frankenberg
exclude,0.057,"Regional Surveys of CH4 Point Sources Across North America: Campaigns, Algorithms, and Results",IEEE International Geoscience and Remote Sensing Symposium,2020,10.1109/igarss39084.2020.9323285,0,D. Thompson; B. Bue; R. Duren; C. Elder; C. Frankenberg; R. Green; S. Hook; G. Hulley; C. Miller; A. Thorpe; P. Dennison
exclude,0.057,Quantifying the Effect of Neglecting Variable Methane LIfetime on Methane Emissions Estimates,,2019,,0,N. Nguyen; C. Frankenberg; A. Turner; Y. Yin; M. Prather
exclude,0.057,Directly attributing methane and carbon dioxide emissions using the next generation Airborne Visible/Infrared Imaging Spectrometer (AVIRIS-NG),,2016,,0,A. Thorpe; C. Frankenberg; D. Thompson; R. Duren; B. Blue; R. Green; D. Roberts; P. Dennison; A. Ayasse
exclude,0.057,Quantifying lower tropospheric methane concentrations using near-IR and thermal IR satellite measurements: comparison to the GEOS-Chem model,,2015,10.5194/amtd-8-3851-2015,0,J. Worden; A. Turner; A. Bloom; S. Kulawik; Junjie Liu; Meemong Lee; R. Weidner; K. Bowman; C. Frankenberg; R. Parker; V. Payne
exclude,0.057,The Chlorophyll Fluorescence Imaging Spectrometer (CFIS): A New Airborne Instrument for Quantifying Solar-Induced Fluorescence,,2015,,0,D. Drewry; C. Frankenberg; M. Verma; J. Berry; D. Schimel; S. Geier; M. Schwochert
exclude,0.057,Using water isotopic measurements for understanding model biases in model simulations of the hydrological cycle over Western Siberia,,2014,,0,V. Gryazin; C. Risi; J. Jouzel; N. Kurita; J. Worden; C. Frankenberg; V. Bastrikov; K. Gribanov; O. Stukova
exclude,0.057,EEG Discrimination with Artificial Neural Networks,International Conference on Bio-inspired Systems and Signal Processing,2013,10.5220/0004249702360241,0,Sérgio Daniel Rodrigues; João Paulo Ramos Teixeira; P. Rodrigues
exclude,0.057,Dynamics of the Gong windstorm (Jan 2013) in the context of a 20-year high-resolution simulation of Iberian climate,,2014,,0,P. Miranda; M. Chinita; R. Cardoso; P. Soares; P. Viterbo; P. Pinto; Manuel Mendes
exclude,0.029,Remote sensing of solar-induced chlorophyll fluorescence (SIF) in vegetation: 50 years of progress.,Remote Sensing of Environment,2019,10.1016/j.rse.2019.04.030,634,G. Mohammed; R. Colombo; E. Middleton; U. Rascher; C. van der Tol; L. Nedbal; Y. Goulas; Ó. Pérez-Priego; A. Damm; M. Meroni; J. Joiner; S. Cogliati; W. Verhoef; Z. Malenovský; J. Gastellu‐Etchegorry; John R. Miller; L. Guanter; J. Moreno; I. Moya; J. Berry; C. Frankenberg; P. Zarco-Tejada
exclude,0.029,"Overview of Solar-Induced chlorophyll Fluorescence (SIF) from the Orbiting Carbon Observatory-2: Retrieval, cross-mission comparison, and global monitoring for GPP",,2018,10.1016/j.rse.2018.02.016,438,Ying Sun; C. Frankenberg; M. Jung; J. Joiner; L. Guanter; P. Köhler; T. Magney
exclude,0.029,California’s methane super-emitters,Nature,2019,10.1038/s41586-019-1720-3,376,R. Duren; A. Thorpe; K. Foster; Talha Rafiq; F. Hopkins; V. Yadav; B. Bue; D. Thompson; S. Conley; N. Colombi; C. Frankenberg; I. McCubbin; M. Eastwood; M. Falk; J. Herner; B. Croes; R. Green; C. Miller
exclude,0.029,Forest productivity and water stress in Amazonia: observations from GOSAT chlorophyll fluorescence,Proceedings of the Royal Society of London. Biological Sciences,2013,10.1098/rspb.2013.0171,338,Jung‐Eun Lee; C. Frankenberg; C. van der Tol; J. Berry; L. Guanter; C. Boyce; J. Fisher; E. Morrow; J. Worden; S. Asefi; Grayson Badgley; S. Saatchi
exclude,0.029,Airborne methane remote measurements reveal heavy-tail flux distribution in Four Corners region,Proceedings of the National Academy of Sciences of the United States of America,2016,10.1073/pnas.1605617113,328,C. Frankenberg; A. Thorpe; D. Thompson; G. Hulley; E. Kort; N. Vance; J. Borchardt; T. Krings; K. Gerilowski; C. Sweeney; S. Conley; B. Bue; A. Aubrey; S. Hook; R. Green
exclude,0.029,Terrestrial gross primary production inferred from satellite fluorescence and vegetation models,Global Change Biology,2014,10.1111/gcb.12652,191,N. Parazoo; K. Bowman; J. Fisher; C. Frankenberg; Dylan B. A. Jones; A. Cescatti; Ó. Pérez-Priego; G. Wohlfahrt; Leonardo Montagnani
exclude,0.029,Multisensor satellite observations of aerosol effects on warm clouds,,2008,10.1029/2008jd009876,172,M. Lebsock; G. Stephens; C. Kummerow
exclude,0.029,Satellite-based survey of extreme methane emissions in the Permian basin,Science Advances,2021,10.1126/sciadv.abf4507,172,I. Irakulis‐Loitxate; L. Guanter; Yin-Nian Liu; D. Varon; J. Maasakkers; Yuzhong Zhang; A. Chulakadabba; S. Wofsy; A. Thorpe; R. Duren; C. Frankenberg; D. Lyon; B. Hmiel; D. Cusworth; Yongguang Zhang; K. Segl; Javier Gorroño; Elena Sánchez-García; M. Sulprizio; Kaiqin Cao; Haijian Zhu; Jian Liang; Xun Li; I. Aben; D. Jacob
exclude,0.029,Four corners: The largest US methane anomaly viewed from space,,2014,10.1002/2014gl061503,165,E. Kort; C. Frankenberg; K. Costigan; R. Lindenmaier; M. Dubey; D. Wunch
exclude,0.029,The retrieval of warm rain from CloudSat,,2011,10.1029/2011jd016076,161,M. Lebsock; T. L’Ecuyer
exclude,0.029,"Solar Induced Chlorophyll Fluorescence: Origins, Relation to Photosynthesis and Retrieval",,2018,10.1016/b978-0-12-409548-9.10632-3,158,C. Frankenberg; J. Berry
exclude,0.029,On the precipitation susceptibility of clouds to aerosol perturbations,,2009,10.1029/2009gl038993,140,A. Sorooshian; G. Feingold; M. Lebsock; Hongli Jiang; G. Stephens
exclude,0.029,Simulations of chlorophyll fluorescence incorporated into the Community Land Model version 4,Global Change Biology,2015,10.1111/gcb.12948,137,Jung‐Eun Lee; J. Berry; C. Tol; Xi Yang; L. Guanter; A. Damm; I. Baker; C. Frankenberg
exclude,0.029,Global observations of aerosol impacts on precipitation occurrence in warm maritime clouds,,2009,10.1029/2008jd011273,118,T. L’Ecuyer; W. Berg; J. Haynes; M. Lebsock; T. Takemura
exclude,0.029,On the quantification of oceanic rainfall using spaceborne sensors,,2012,10.1029/2012jd017979,112,A. Behrangi; M. Lebsock; S. Wong; B. Lambrigtsen
exclude,0.029,The Multi-Sensor Advanced Climatology of Liquid Water Path (MAC-LWP).,Journal of Climate,2017,10.1175/jcli-d-16-0902.1,103,G. Elsaesser; C. O’Dell; M. Lebsock; R. Bennartz; T. Greenwald; F. Wentz
exclude,0.029,Precipitation driving of droplet concentration variability in marine low clouds,,2012,10.1029/2012jd018305,103,R. Wood; D. Leon; M. Lebsock; J. Snider; A. Clarke
exclude,0.029,Observed Impacts of COVID‐19 on Urban CO2 Emissions,Geophysical Research Letters,2020,10.1029/2020gl090037,95,A. Turner; Jinsol Kim; H. Fitzmaurice; Catherine Newman; K. Worthington; Katherine Chan; P. Wooldridge; Philipp Köehler; C. Frankenberg; R. Cohen
exclude,0.029,Unequal exposure to heatwaves in Los Angeles: Impact of uneven green spaces,Science Advances,2023,10.1126/sciadv.ade8501,92,Yi Yin; Liyin He; P. Wennberg; C. Frankenberg
exclude,0.029,Microphysical implications of cloud‐precipitation covariance derived from satellite remote sensing,,2013,10.1002/jgrd.50347,85,M. Lebsock; H. Morrison; A. Gettelman
exclude,0.029,Moisture availability mediates the relationship between terrestrial gross primary production and solar‐induced chlorophyll fluorescence: Insights from global‐scale variations,Global Change Biology,2020,10.1111/gcb.15373,83,Anping Chen; J. Mao; D. Ricciuto; J. Xiao; C. Frankenberg; Xing Li; P. Thornton; L. Gu; A. Knapp
exclude,0.029,Improving Estimates of Gross Primary Productivity by Assimilating Solar‐Induced Fluorescence Satellite Retrievals in a Terrestrial Biosphere Model Using a Process‐Based SIF Model,Journal of Geophysical Research - Biogeosciences,2019,10.1029/2019jg005040,82,C. Bacour; F. Maignan; Natasha MacBean; A. Porcar-Castell; J. Flexas; C. Frankenberg; P. Peylin; F. Chevallier; N. Vuichard; V. Bastrikov
exclude,0.029,ESD Reviews: Climate feedbacks in the Earth system and prospects for their evaluation,Earth System Dynamics,2019,10.5194/esd-10-379-2019,82,C. Heinze; V. Eyring; V. Eyring; P. Friedlingstein; Colin G. Jones; Y. Balkanski; W. Collins; T. Fichefet; Shuang Gao; A. Hall; D. Ivanova; D. Ivanova; W. Knorr; R. Knutti; A. Löw; M. Ponater; M. Schultz; M. Schulz; P. Siebesma; P. Siebesma; João Paulo Ramos Teixeira; G. Tselioudis; M. Vancoppenolle
exclude,0.029,Global satellite observations of column-averaged carbon dioxide and methane: The GHG-CCI XCO2 and XCH4 CRDP3 data set,,2017,10.1016/j.rse.2016.12.027,73,M. Buchwitz; M. Reuter; O. Schneising; W. Hewson; R. Detmers; H. Boesch; O. Hasekamp; I. Aben; H. Bovensmann; J. Burrows; A. Butz; F. Chevallier; B. Dils; C. Frankenberg; J. Heymann; G. Lichtenberg; M. Mazière; J. Notholt; R. Parker; T. Warneke; C. Zehner; D. Griffith; N. Deutscher; A. Kuze; H. Suto; D. Wunch
exclude,0.029,Retrieval of snowflake microphysical properties from multifrequency radar observations,Atmospheric Measurement Techniques,2018,10.5194/amt-2018-73,64,J. Leinonen; M. Lebsock; S. Tanelli; O. Sy; B. Dolan; R. Chase; Joseph A. Finlon; A. von Lerber; D. Moisseev
exclude,0.029,Exposing biases in retrieved low cloud properties from CloudSat: A guide for evaluating observations and climate data,,2013,10.1002/2013jd020224,61,M. Christensen; G. Stephens; M. Lebsock
exclude,0.029,Solar‐Induced Fluorescence Detects Interannual Variation in Gross Primary Production of Coniferous Forests in the Western United States,Geophysical Research Letters,2018,10.1029/2018gl077906,56,Lauren M. Zuromski; D. Bowling; P. Köhler; C. Frankenberg; M. Goulden; P. Blanken; John C. Lin
exclude,0.029,Seasonal variation in the canopy color of temperate evergreen conifer forests,New Phytologist,2020,10.1111/nph.17046,51,B. Seyednasrollah; D. Bowling; Rui Cheng; B. Logan; T. Magney; C. Frankenberg; Julia C. Yang; A. Young; K. Hufkens; M. A. Arain; T. A. Black; P. Blanken; R. Bracho; R. Jassal; D. Hollinger; B. Law; Z. Nešić; A. Richardson
exclude,0.029,Assessing fossil fuel CO2 emissions in California using atmospheric observations and models,Environmental Research Letters,2018,10.1088/1748-9326/aabd43,51,H. Graven; M. Fischer; T. Lueker; Seongeun Jeong; T. Guilderson; R. Keeling; R. Bambha; K. Brophy; W. Callahan; X. Cui; C. Frankenberg; K. Gurney; B. LaFranchi; S. Lehman; H. Michelsen; John B. Miller; S. Newman; W. Paplawsky; N. Parazoo; C. Sloop; S. Walker
exclude,0.029,Satellite footprint data from OCO-2 and TROPOMI reveal significant spatio-temporal and inter-vegetation type variabilities of solar-induced fluorescence yield in the U.S. Midwest,,2020,10.1016/j.rse.2020.111728,50,Cong Wang; K. Guan; B. Peng; Min Chen; Chongya Jiang; Yelu Zeng; Genghong Wu; Sheng Wang; Jin Wu; Xi Yang; C. Frankenberg; P. Köhler; J. Berry; C. Bernacchi; K. Zhu; C. Alden; G. Miao
exclude,0.029,AGU Advances Authors’ Response to Peer Review Comments on Satellite constraints on the latitudinal distribution and temperature sensitivity of wetland methane emissions,,2021,,49,Shuang Ma; J. Worden; A. Bloom; Yuzhong Zhang; B. Poulter; D. Cusworth; Yi Yin; S. Pandey; J. Maasakkers; Xiao Lu; Lu; Shen; J. Sheng; C. Frankenberg; C. Miller; D. Jacob
exclude,0.029,Continuous ground monitoring of vegetation optical depth and water content with GPS signals,Biogeosciences,2023,10.5194/bg-20-1789-2023,45,V. Humphrey; C. Frankenberg
exclude,0.029,Atmospheric Humidity Sounding Using Differential Absorption Radar Near 183 GHz,IEEE Geoscience and Remote Sensing Letters,2018,10.1109/lgrs.2017.2776078,42,K. Cooper; Raquel Rodriguez Monje; L. Millán; M. Lebsock; S. Tanelli; J. Siles; Choonsup Lee; Andrew Brown
exclude,0.029,Information content of near‐infrared spaceborne multiangular polarization measurements for aerosol retrievals,,2007,10.1029/2007jd008535,40,M. Lebsock; T. L’Ecuyer; G. Stephens
